#node1	node2
O75586	Q9NX70
O60885	P50750
O94806	P04049
P14784	Q969D9
O60840	Q06190
P08575	Q13480
P61201	Q16531
P16471	Q9Y297
P20226	P55317
P38405	Q96R30
P16234	Q9NRA1
Q96CW9	Q9HCJ2
O43504	Q13315
Q9UBS5	Q9UK08
P15311	Q96BK5
O95201	Q13418
P23508	P51955
P38646	Q9UHD2
P21675	Q16695
P38432	P52292
P20248	P49815
O60684	Q96EK6
P63104	Q12802
O75475	Q03164
P04049	P05129
O96013	P60953
Q96A33	Q9HC24
A6NMZ7	P26006
P36897	Q15052
O75618	P05783
Q9BYM8	Q9Y2X8
P10144	P50453
Q15596	Q92793
407033	P04899
Q15759	Q8N5C8
O15360	P38398
Q14767	Q9H2G2
Q99879	Q9UPS6
P60763	Q13017
P54132	P62380
Q08999	Q6MZP7
P01137	P62258
Q15155	Q969V3
P57678	Q9Y6X2
P53708	Q9HBI0
Q99879	Q9P0U4
O00206	Q9NWF9
Q15796	Q6ZW49
P51116	Q96F07
Q01130	Q8IYB3
406885	P01116
O15520	Q07889
P26641	Q12905
P02766	Q9BT40
O14492	P04629
P16104	Q13162
P38405	Q15619
O75354	P49841
Q93098	Q9UP38
Q86Y13	Q96B02
P08173	Q9HAV0
P04626	Q8TEW6
407050	Q16827
O95750	P08581
O75347	P23508
P38159	P52597
O00459	P35968
P19634	P22612
O95989	Q9H0T7
P49023	Q15262
O95967	Q9BUY5
P62195	Q9NPP4
P31751	Q15047
O15145	Q14247
P27348	Q7KZI7
Q9BZJ0	Q9NRI5
P43487	P62826
406938	Q13464
O75626	Q9HB58
Q9BWU1	Q9Y3C7
P02452	P31431
P09874	Q9P2D1
P25054	P31947
P36543	P61978
Q5BKZ1	Q9UL18
O15455	Q13114
Q13233	Q8IVH8
P10275	P11142
O15264	P27824
Q99742	Q9Y5J5
P02511	P05813
O14757	Q16254
P12107	Q05397
P16104	P23527
O95167	P03897
P27986	P40763
P07858	P46379
O00422	P31946
P19474	Q9HCK5
P06241	Q13415
Q9BXT2	Q9Y5P8
P16333	P31273
Q14512	Q9NRR5
P35968	Q92569
P00533	P46109
Q00839	Q8IX12
P02775	P51686
O75478	P06899
P51787	P55011
O00231	Q15008
P26951	Q9HBE4
P05412	P45984
P09681	P27487
P57052	Q9BQY4
P49703	Q92597
Q14197	Q9NX20
Q16659	Q16665
P22607	Q9HCE7
P53779	Q13233
P45983	P63261
P11234	P62158
O14908	Q8N1F7
P16949	P30480
Q16539	Q8IW41
P04406	Q99877
P45379	P63316
CDKR1	Q16620
O75530	Q96B02
Q8N257	Q93077
P06748	P10914
P15172	Q13485
O14867	O60675
O60318	Q6P1J9
P11171	Q15836
P60953	Q7Z6B7
Q01094	Q16875
Q07157	Q9P2M7
P26373	Q13418
P07942	Q5VTD9
Q08945	Q6DRA6
P54727	Q96IV0
O60739	P52907
O43306	P08754
P07202	Q13261
P04632	P18031
O95819	Q13233
P18564	P46108
P27986	P36888
Q99459	Q9UPT5
A7MCY6	Q92844
P04183	Q5TA45
P15056	Q13526
P46777	Q07020
Q13547	Q96QV6
O95199	Q9BT78
O15116	Q9BU61
O14920	P41279
P08195	Q99623
P01375	Q9UKB1
P31946	Q13671
O14974	P24844
P0CG48	P46736
P78396	Q12834
P30480	Q9BRA2
P62993	Q9UBF6
Q8IU54	Q99650
O15399	P42261
Q99816	Q9UER7
P11802	Q9UGY1
Q08334	Q13007
Q05066	Q15599
P05386	P30050
P16333	Q14315
P41221	Q9NPG1
P01241	P55786
P35626	P49682
P35232	Q13547
P62136	Q9Y2W2
Q13568	Q99731
P19875	P51684
P62310	P62312
O95319	P41238
P08865	P16871
O95405	P15036
P08138	Q9HBG4
P07437	P62258
Q01130	Q08211
P02778	P51677
O75143	Q8TDY2
P21506	Q9GZM8
P18084	P21333
O00329	P10721
Q7L576	Q8WUW1
O75116	Q96A32
P11473	P49715
Q13573	Q6PEY2
406909	P51159
P32121	Q8NGY5
P63104	Q9UKV0
Q14520	Q9UGN5
Q15428	Q9BUQ8
O95180	Q12791
P48549	Q9UK08
P08238	Q13546
P30556	Q05516
P62136	Q8IWU2
P50914	P62913
P01568	Q01344
P01568	P16471
A0JLT2	Q9NWA0
O60496	P01588
O95571	Q96ID5
Q13315	Q9ULM3
Q6PJ69	Q9H832
P17612	Q16539
P26012	Q01955
O00459	P16234
P01130	Q5SW96
Q13418	Q8NAF0
O75886	Q99816
P05783	P62258
P49675	Q8TD31
P56556	Q9P0J0
P29084	Q08050
P07948	Q05397
P08887	P41159
P04637	Q13547
O75159	P16871
P14316	P21359
Q76I76	Q9Y281
Q9HAU4	Q9NZU5
P09651	P26368
Q13315	Q99959
407026	O75494
P53350	Q7Z434
P46783	Q99558
O60499	Q96AJ9
Q5VYY2	Q9UFF9
P23246	Q68DV7
P61073	Q92583
406907	Q9BYH8
P30260	Q9UJX5
O00471	Q8IWU5
P30154	Q02750
P42224	Q13555
O75822	Q9UBQ5
P19438	P25445
Q14185	Q7L0Q8
Q6ZUJ8	Q8WYR1
Q9UNS2	Q9Y4E8
O95049	P56747
P27986	P37173
Q68EM7	Q7L0Q8
Q8N357	Q9Y328
Q14457	Q9Y4W6
P17021	Q9GZM8
P38405	Q9NQN1
P33552	Q14674
O75581	Q9BXY4
P41235	Q9H6P5
O00267	Q13526
Q15154	Q8TAM2
P62987	P84098
O43294	Q05209
P19429	P67936
O15264	P22694
P31273	Q03164
P00441	P43004
P05014	P26951
P17676	Q86X55
O14818	P30480
Q10588	Q13976
P11940	Q14164
P39019	P62244
P40238	Q13007
P01111	Q9NRA0
P05000	Q13651
Q13608	Q7Z412
P38432	Q99873
O95405	Q8N0X7
P35222	Q9UI47
Q13535	Q6KC79
O95837	Q01970
Q96D15	Q9P2K6
P78527	Q15596
Q8NBJ4	Q9BQ52
P01579	P28482
Q92673	Q9UJY4
Q7Z3B3	Q9Y2I6
O95777	P52756
P54577	Q9Y4K3
P38432	P61289
O00548	Q9UM47
Q01844	Q96M83
P21673	Q9ULA0
P32969	P62917
O95433	Q7Z408
Q99459	Q9Y2Z0
Q15102	Q9UKR5
P14618	P19367
P09341	P49682
P09429	P23025
O60244	Q9BTT4
Q9H2X6	Q9Y463
P04439	P26717
Q16531	Q9C0C7
P31314	Q00653
P21246	Q9UGL9
P17858	Q01201
P32121	Q8NG78
P98095	Q9NYG5
406906	O75390
P0CG48	P15976
P06729	P09382
P49888	P68104
Q14155	Q9Y2X7
Q01081	Q8N5F7
406995	Q8WYQ5
P23508	Q14697
P07437	P68366
P55327	Q969L2
O60566	Q9UI95
P01033	P14780
Q03001	Q9NV70
O95819	P18859
P62753	P62847
P05023	P20333
P20809	P40238
Q05048	Q92797
O75899	P01303
Q16531	Q9H9Q2
P08865	P62979
Q00653	Q8IZL8
Q66LE6	Q9NWZ3
P16144	P56537
O60262	P30939
P16520	Q08828
P08631	Q08881
Q86YZ3	Q9UKV8
P49761	P61981
P49736	Q08945
P07355	Q9Y4K3
P08138	Q9NSA1
P26368	Q92620
P55081	Q14562
Q06330	Q96JK9
P18124	P62829
P32321	Q6ZVK8
O43395	Q8TAD8
O00255	P14136
O43521	Q96QB1
Q05639	Q5ST30
Q00987	Q15717
Q08211	Q13151
O75376	Q13501
P15927	Q8NBJ4
Q5VWQ8	Q9Y2Q3
P01116	Q9NS23
P24723	Q9BX67
P46094	P48061
P0CAP1	Q9P298
P20292	Q15744
P10914	P41217
P08133	P20936
Q96RT1	Q99569
O14493	O95832
Q05516	Q15102
406988	O60315
Q14194	Q9Y333
P21802	P46109
P27361	Q9ULV5
Q13464	Q96A32
Q02750	Q07890
P01889	P20290
Q13315	Q8IW35
P07949	P22681
P21246	P78537
Q5UIP0	Q9NY59
P58876	Q92796
O75306	Q16718
P20226	Q12947
P31751	P49840
O00221	P14923
P18124	P62913
P33992	Q14566
P61513	Q92901
Q13261	Q9UHD0
P38398	Q15910
Q13444	Q15645
P12956	Q09028
P01116	P42771
O15335	P05106
O00499	P62993
Q16637	Q9GZT6
P46060	Q8IY92
P33240	Q13315
P10415	P42574
P31995	Q96RQ1
P13612	Q8IZC6
O43927	Q9NPB9
P42858	Q8IZQ1
P10809	Q00005
406938	P80075
P14784	P48736
P25208	P30307
P25685	Q53GL0
P17030	Q9BXL5
P25788	Q9NXG2
P18146	P19526
Q15428	Q99729
P30305	P78386
P42345	Q5VZM2
P49286	Q9P2W3
P06493	P50579
Q13573	Q96CW5
P01889	P28482
406950	P35226
P49662	Q9P031
Q13363	Q13465
P53990	Q7LBR1
P10276	Q6GMV2
Q15303	Q9HCE7
P01100	Q13485
O60266	P05771
O76036	P30273
P23458	P47712
P43403	Q12959
P15822	Q16539
Q01081	Q08211
Q01196	Q13164
P40238	Q9HBE4
P18146	Q9Y397
P60520	Q92945
O75084	P78352
Q00005	Q7Z3S7
P43243	Q13573
O14981	P98095
P31946	Q9P2M7
P04439	P61769
P02778	P25024
P42574	P51124
O75197	Q9UBU2
P23919	Q12834
O75818	Q9H633
P00533	P61978
P05771	Q3MJ16
P28482	Q13115
Q00013	Q9UNE7
P15884	Q14526
P16234	Q9H201
P07948	P30419
P29475	Q13555
Q00526	Q14186
P31751	P55211
P04637	Q9NV56
Q03001	Q9BZL6
P36957	P62993
O14735	Q86UT6
P23443	P42338
P02768	P11532
P07948	Q07666
Q3B7T1	Q9H7E9
P08311	P48594
P49840	Q12879
P41091	Q99459
P13498	Q969G6
P15260	Q04206
Q13158	Q9NPH3
P12236	Q15628
P13232	P14316
O75365	P43246
P22234	P52429
O15042	Q8WYA6
P51532	Q14526
O14519	O75956
Q14164	Q99598
P01116	P22455
P25054	Q8NEV8
Q9BWF3	Q9Y580
P21554	Q9UBI6
Q13620	Q86VZ2
P49815	P53350
Q13315	Q9UGU0
Q9Y2A7	Q9Y6X6
P52756	Q6P2Q9
P14415	P22612
O95425	Q13315
P54259	Q96KQ4
P11021	Q9BPU6
P51668	Q9BZR9
Q92879	Q9NR56
Q14781	Q9HC52
Q86V81	Q9GZY0
P18505	P46459
P22301	Q13547
Q9NZN8	Q9UFF9
Q8IXJ6	Q9NQC3
O95750	Q02763
O60353	O96014
P17252	Q9NYF0
O43353	Q8N5C8
O75554	Q15029
P08069	P19086
P08708	P62277
P62834	Q14241
P23025	P27694
P15311	P25815
P52294	Q16594
P18031	P56945
Q8TD31	Q9BUZ4
O14512	P52630
P53350	Q8IYD8
O95989	Q9NX63
Q01831	Q9HAW4
P26373	Q99459
406947	O00470
Q92930	Q96QF0
P14210	P21802
P83876	Q8TAI7
Q96BK5	Q9BQ39
P42704	Q9Y5J5
P63165	Q92786
Q04864	Q9NPF7
Q14161	Q9NZN5
P02766	P18848
P61956	Q7Z3J3
407035	Q9NRM7
O43524	O43741
P18846	Q8N752
P26651	Q9NPI6
Q8TEW0	Q92692
Q03519	Q9Y3C7
P06493	Q13526
P08107	Q9UHD2
P61224	Q9Y600
O75116	Q13315
P24385	Q9UJX2
P16070	Q92888
Q13573	Q9H4L7
P62945	P83881
P53990	Q9Y6W3
P02545	Q96RG2
P67809	Q9UL18
P34932	Q9NX09
P04183	Q01094
P12034	P35968
P01889	P04181
P00519	Q92558
P30154	P31751
Q9H0E2	Q9NP58
Q00653	Q9H1R3
O00560	P35222
P60709	Q9Y623
O15042	Q99459
P08581	Q00987
O00232	P48556
P05113	P26992
O75581	Q9Y6F9
O15264	Q9HBY0
O60641	Q99759
Q9NRG4	Q9NZI8
P16333	P21860
O75159	Q99650
P06858	Q9H1I8
O14920	Q9UDY8
P04259	Q9Y375
O95467	P41594
P50151	Q13936
P26010	P46108
P29323	Q2TAZ0
P17612	Q8IWT1
P11831	P13631
P10301	Q07889
P17081	Q07890
Q13094	Q7Z5R6
P08700	P10912
Q00610	Q12933
O00555	P62879
407009	Q9BZZ5
P26599	Q9UBW7
O95467	P61952
P05161	P14316
P51784	Q15170
O95467	P48546
P30876	Q8N7H5
P50150	Q13936
P48023	Q14790
P42331	Q07889
O75116	P19634
P54259	Q96J02
O00459	Q9UQC2
Q7Z5K2	Q8WVM7
P45983	Q07817
P28074	P49720
O14795	Q96GM8
P58876	Q7L7L0
Q05516	Q9UJX4
P62993	Q9NRR4
P51817	Q01118
Q02487	Q9Y446
P27361	P50549
P31946	P55957
P01243	P24534
O00217	P03897
P46527	Q02156
P54105	P62316
P01889	Q9Y5B9
P12757	Q9Y6X2
P53708	Q13683
O14654	P19174
P01566	P40189
O95813	Q9UBV4
O60762	O76071
P16520	P42338
Q15334	Q9BYG4
O43707	P38432
O43187	P49711
P01033	P30968
P10721	Q9Y6I3
O60383	Q6P1K2
Q02548	Q9UER7
O95400	P07237
P26641	Q53FA7
P17301	Q16787
P01570	P24394
P56282	Q9NR33
Q9P2S5	Q9UNS2
P62979	Q99816
P51692	Q8WXH5
P08069	P31946
P07437	P25963
Q5VVX9	Q9BSM1
Q96CA5	Q9NR28
Q9NYG5	Q9UJX5
P12829	P68032
P52948	P57740
P08754	Q13698
Q96B97	Q99961
Q96DB2	Q99877
P10721	Q07890
P19174	P43405
Q13698	Q9HAV0
O43707	Q13554
P16333	Q9H1H9
P52948	Q5SRE5
Q15393	Q9UL18
P26641	Q9BW27
P10275	P15884
Q01081	Q8IYB3
P62745	Q14CB8
Q16827	Q99961
O00763	P54646
P78364	Q14781
P20936	P29323
Q12933	Q7Z3B3
P05113	Q969J5
P53778	Q04206
P19838	P27361
P09471	P22612
O15496	P28482
O14556	Q00987
P50914	P98175
Q15427	Q9H2G2
Q13501	Q96IZ0
P49716	Q71DI3
P29590	Q13569
P62805	Q9H0E9
P25445	Q13546
P61981	Q9NSB4
A4D0S4	Q7L1I2
P18848	P22694
O75376	Q86T24
P04899	P30939
P17612	Q9UBN1
O75529	P01106
Q99613	Q9UL03
Q16537	Q7Z3S7
O95433	Q8IZD9
Q00059	Q16656
O00422	O75964
Q96PU8	Q9NW38
O00459	Q8TCU6
Q5UIP0	Q9BWV1
P50914	Q00005
Q13315	Q8IZ52
P16333	Q13177
O95229	Q9H410
P32004	Q02246
P18077	P49207
P62987	Q9UNX3
P42025	Q14203
P18621	P62750
O43747	P56377
P08670	Q8N6T7
Q15915	Q92858
Q12951	Q15475
P61326	Q9UBU9
P63267	Q07157
O14493	P56880
P26232	P55196
B1A4H9	P14784
P07948	P19174
P01889	P37108
P19838	Q99836
P41182	Q9NRA8
O00459	P40197
P35658	Q99567
P33981	Q53HL2
P08670	Q7L5N1
P56645	P63208
P01243	P28300
P62070	Q13393
P34820	Q9H2X0
P30480	P46781
P22626	P35222
P17181	Q9ULV8
O00555	P09471
P52434	Q9GZS3
P05388	P18124
Q8TAM1	Q9UBN7
P32927	Q8WXH5
P05386	Q07020
Q00722	Q13976
P12235	P99999
P32121	Q8NGA8
Q13315	Q6AI39
O76071	Q14203
P02746	P59665
Q7L0Q8	Q9P107
P31943	Q13242
P04183	P11802
Q8WYQ5	Q9NRR4
P06241	Q7Z7K6
P45984	Q8N5C8
P06748	Q8IZL8
P61201	Q9UNS2
P24844	Q9BZL4
A6NIX2	O95835
O43678	Q9Y6M9
P04085	P35968
O15392	Q15853
P51665	Q9Y5K5
P08138	P09603
Q13535	Q99575
O60318	Q9NQ25
P16109	Q15036
P27824	Q14703
P51784	Q06587
P46527	Q15418
P16949	Q15019
Q14974	Q99459
Q9UBB4	Q9Y2Q3
Q02750	Q7Z569
Q13315	Q9UHL9
P07437	Q01201
Q16635	Q99594
O00238	Q96B97
P45983	Q9NZC7
O43497	Q14654
P19438	P62249
Q7Z5H3	Q92730
P04637	P08238
P01889	Q15631
P18084	Q9Y490
P31751	Q66LE6
P24385	Q5XUX0
P38405	Q96R45
P60953	Q9UKR5
P10144	P55957
Q99459	Q9UBP9
Q02078	Q14934
Q13158	Q13490
P42677	Q9Y572
O43318	Q9NV58
P21333	Q9UQM7
Q16531	Q5VTR2
O95782	P49757
P05771	P30154
Q9H2F5	Q9NV56
P01571	Q99062
P61077	Q96EQ8
P07858	P41220
P19387	Q7KZ85
P35626	Q8NGG0
P24534	P30480
P78362	Q8TAD8
O43318	Q9Y478
P68363	Q9UGJ1
P02751	P27658
Q01780	Q08945
P32121	Q8NGD0
O96017	Q15435
O15530	Q9Y243
P42772	Q13485
P10912	P41159
Q96AH8	Q9Y6G9
O75578	P26010
Q05397	Q9Y490
P30679	P35368
P63104	Q9NRI5
P78537	Q8IYH5
P01567	P17181
Q13535	Q9NTJ3
P38405	Q8NGH3
P15260	P35225
Q92621	Q99623
P31946	Q05655
Q12933	Q92530
Q13387	Q13625
P31689	Q6WCQ1
P14784	P60568
P06213	Q9NQ66
O60262	P49286
P51149	Q15014
P27986	Q9ULH1
O95751	P51116
P00519	Q9ULD4
Q9HB96	Q9NW38
P08670	Q92574
P60709	Q9NRI5
Q00005	Q9ULJ3
Q13535	Q9NTI5
P61587	Q7Z6B7
P06748	Q9NX58
406948	P19544
P45984	P59768
P22681	Q13261
O95989	Q6RFH5
P10636	P31946
P60709	Q13155
P09486	P43235
O14964	O43318
P55854	Q05086
P49643	Q14181
Q12933	Q96EK7
Q12906	Q13315
P49736	P78396
P26599	Q05519
P20671	P58876
O60828	P61006
A0JLT2	Q9Y265
P19174	P42336
P07949	Q9H0M0
P62277	P62841
O75486	Q92830
P10242	Q01094
P15336	Q9NR55
P28482	Q13163
P49721	Q96RN5
P16118	P17612
P20908	Q13797
P15336	Q13554
O75112	P35609
P05771	P28907
P51610	Q13547
P20336	Q8TBN0
O94888	Q13315
P04637	Q15257
P06241	Q92918
P05067	P61812
P68366	Q9NRH3
P56545	Q15583
P05388	P62829
O95989	P27695
P11362	P19174
P17948	Q9NQ66
P06241	Q9BQ89
P41227	P63279
O14777	Q9P1Z2
P51684	Q8WTQ7
P04350	Q07666
Q99570	Q9C0C7
P09651	Q05519
O95398	Q08828
P17612	Q32MK0
P02768	P02775
Q13190	Q9UNZ2
P04626	Q13387
P62993	P63167
406958	P08069
P18146	Q9H7P9
Q13435	Q15427
P46379	Q07021
O75529	Q9Y6J9
P05387	P32969
O15516	P19793
O94806	P62993
P49790	Q99567
P21802	P31371
P05412	P48507
O75578	P04275
P31943	P67809
P01579	P40189
Q16543	Q9NRG4
P60709	Q13077
Q14204	Q15714
P06899	Q9Y4A5
O43617	P27708
O15455	Q13485
P40189	Q9GZX6
P01241	Q15365
P36873	Q9BQI3
P01106	Q9NSV4
P14415	Q13237
P35557	Q13233
P24522	P68104
Q9H0M0	Q9HAU4
Q8IU54	Q9HC73
P08631	P27986
P49841	Q9Y297
P06401	P48736
O15530	Q9H814
Q13162	Q15084
O95471	P56880
O15111	Q9H467
P25788	Q5VTD9
P02647	Q96MS0
O15131	P30793
P35609	Q86TC9
O95551	P63165
Q99459	Q9BWF3
Q14164	Q9NR30
P01569	Q99650
O15235	Q5UIP0
P62993	P68032
P56537	Q96EB6
Q86Y13	Q96LR5
P54646	Q9Y376
P25024	P80098
P08620	Q07890
P23511	P27797
P20701	Q9UKW4
Q15672	Q92597
P54619	Q13131
P05556	P08962
P45983	P68133
Q15283	Q9UBI6
P04156	Q969X6
P27695	Q01105
P01106	Q9UK53
P56537	Q9UQ80
Q92765	Q9H1J7
O96001	Q13976
O75438	Q9Y6M9
P12830	P18206
P53567	Q8TEY5
O00329	P13224
O95182	P03905
P23508	Q9Y4L1
O43318	P01112
O60506	Q14CS0
P31947	Q07866
Q15714	Q9UHY1
P04626	P23229
P06213	P12034
P15924	Q02156
O75081	Q06455
P49736	Q96HA7
Q5VTD9	Q63HR2
O43426	Q9Y5X1
P68036	Q9ULV8
O15498	Q9UNK0
O60895	O95467
P26951	Q16619
P32121	P35626
P24394	Q9UHD0
P42702	Q92569
Q01094	Q9NPJ4
P39023	Q13573
Q96BK5	Q9ULE0
Q07817	Q6PKG0
P06734	Q04864
O94875	Q13177
P60763	Q04206
Q9UGN5	Q9Y6X8
P67870	Q13112
P25325	Q9Y697
O75558	Q9BQD3
O60936	Q13158
Q07960	Q9HBH0
P12980	Q16288
O43765	Q9UQK1
P22612	Q96D31
P03372	P49716
O43242	P30480
Q13618	Q693B1
P00740	P01008
O60563	Q13573
P18084	P63261
Q13573	Q92922
P06493	Q9H8V3
P38398	Q8WX92
Q96KP1	Q9UGK8
O43353	Q15654
Q07890	Q9Y5K6
P22694	P48549
P52272	Q07955
P46781	Q13233
P08107	Q13077
P46939	Q9Y4J8
P01571	Q8N6P7
O94972	O95990
P04350	Q9NY65
P35579	Q9Y6K9
P08238	Q9HCK5
P38398	P54132
O75019	P43405
P01569	P19235
O75486	Q92831
Q712K3	Q86Y13
O15131	P55060
Q8IYM9	Q93009
P46094	Q9Y258
Q13573	Q16659
P31947	Q96PE2
Q8IU57	Q9NPF7
P68431	Q9UPP1
Q96A08	Q9P0U4
Q9UK45	Q9UKX3
P29353	Q05682
Q99717	Q9HCE7
P61073	Q99731
P53779	Q9HAV0
P19235	P35225
P56545	Q9H8T0
Q14442	Q92535
Q6VMQ6	Q9UPN3
P03372	Q16352
P38570	P46108
P56524	P61981
P61224	Q5T3J3
O95990	P27824
P00519	Q03468
P08754	Q14416
Q8N4C6	Q9Y224
P21802	Q96J02
P08151	P49674
Q15654	Q9Y4K3
P11171	P24534
Q15717	Q9Y478
Q02156	Q9Y624
P07900	P26368
Q69YQ0	Q9BZE0
P31946	Q8WYL5
P22612	Q01668
P10600	P35228
P02786	Q16665
Q05209	Q99717
P01137	P35228
P38405	Q8NGN4
P35354	P58012
P00519	Q13023
Q5UE93	Q7LC44
Q5QNW6	Q93077
P25398	P60709
P30260	Q9H1A4
Q16254	Q99708
Q13315	Q8IX07
Q96L91	Q9NXR8
P26368	Q92841
Q9BVK8	Q9HAW0
O60925	Q5VU43
P32121	Q8NHC4
Q70Z53	Q8TBK6
O00471	P11233
O15047	Q01094
P63104	Q08211
P17252	Q05586
Q7Z460	Q96R06
Q16236	Q9BQI3
O14807	Q9Y4G8
Q99570	Q9P2Y5
Q15759	Q99683
P19174	Q8IZP0
O75581	P09544
P18433	P62993
Q7L190	Q99961
P18146	Q13127
P12757	Q7Z6K1
P30084	Q9Y478
P16671	Q9Y2C9
P29034	P52292
O14508	Q5VWK5
O75970	P49716
P52333	Q92569
Q13895	Q99558
Q15797	Q92886
O14802	Q9H1D9
Q06710	Q92911
O43524	P31946
O43149	Q92561
P30042	Q70Z53
Q9UHR5	Q9UHX1
P30968	P35222
P04083	P25963
O15379	P58876
P20823	P62158
Q14457	Q6P1M0
P63279	Q13867
O43166	P61224
P05412	Q16520
P03956	P35222
P33992	Q12906
P63244	Q92905
P27986	Q14289
Q12841	Q14689
O14713	Q9UNN5
O95967	Q9NRQ2
P30281	P42772
P04141	P15260
O00571	O95786
P35368	Q96SB3
O43524	P27361
Q14566	Q9UBH0
P13569	P54646
O60404	P38405
P60568	Q04864
P17480	Q9Y2S0
O14949	Q13216
P38484	Q9GZX6
Q99743	Q9BUZ4
P20020	P51817
P49736	Q9UBD5
P31152	P50549
Q92905	Q9NYG5
O95400	Q08170
Q13573	Q5BKZ1
P54274	Q99963
P43250	P51677
P23508	P50570
Q12923	Q16513
P05109	Q96ID5
P61353	P62888
P05198	P19525
P09874	P0C0S5
P45984	P50150
P07942	Q7L1I2
P28074	Q9Y4K3
P08670	Q14194
O75044	P61981
P29274	P43490
Q15291	Q5QNW6
P12757	Q7LFL8
P62753	P62851
Q00005	Q13698
Q9H8W4	Q9NQC3
407040	P04637
P61158	P61160
Q92934	Q9Y243
O15379	P20671
Q15369	Q8WXH5
P35968	Q9Y4K3
Q14CB8	Q96L33
Q00975	Q9UBI6
P07359	P07948
P11802	Q14683
P25490	Q00688
P08514	Q9HBI1
Q13137	Q8TES7
P29692	Q9H1I8
P22626	Q14683
P30304	Q15131
P21796	Q9BWD1
P37088	P46934
P30050	Q9C0C9
Q13315	Q96Q42
O15379	P33778
Q03518	Q12923
O15131	P04406
P31942	Q9Y6E0
P09884	P49642
P52735	P60763
P15374	Q15797
P58753	Q15399
P62993	Q05193
P17980	P35998
P23246	Q99459
O76093	P10721
406953	P38936
P16298	P62993
P08123	P51512
P30939	Q9UK08
P13805	Q969Q1
P17081	Q7Z5H3
O15198	Q15149
O94806	Q96B18
Q15907	Q9BXF6
P46781	P62277
P15248	P24394
P53671	Q13464
P22612	P50552
P27348	Q15717
P10914	P35228
Q9NR96	Q9NSB4
P30480	P54578
P26367	Q16630
Q14457	Q14643
Q13404	Q99942
P25054	Q99460
Q5JWF2	Q99677
O75534	Q9Y478
O43707	P20929
O60739	P10599
P07948	Q6S5L8
P10070	Q9UKB1
O14830	P62158
P18206	Q53TS8
P23458	P43405
P42684	Q9H204
Q9UBQ5	Q9Y478
P63098	Q9UJX5
P61803	Q14164
P15498	P28482
P04278	Q96G75
Q14197	Q96EY1
P14598	P17252
Q13114	Q92569
Q13363	Q14526
P60510	Q14204
O15111	Q8TEL6
Q03013	Q13432
P67870	Q15349
P56645	Q13616
Q01974	Q14332
P32121	Q8NGT1
26765	P20226
P38398	Q14676
P18146	Q8IYK4
P30260	P62993
Q16637	Q9NYR9
O95182	P03886
P42336	P50993
C9JDP6	O95484
O75934	P62195
P14314	P27824
Q05513	Q5JVS0
P98082	Q9UM54
P60709	Q99962
P35232	P60709
O75925	P11831
P42081	Q14653
P11215	P46109
Q13485	Q14956
O00571	Q9UHX1
O14757	Q13315
P23458	P78545
P83731	Q13233
O95166	Q9BQ83
O75197	Q9BQB4
O15198	Q96JH7
P01106	Q9Y6K0
P53779	P84095
P51970	Q9NX14
O14640	Q7LFL8
P14902	P15260
P42858	Q14194
P55036	Q9H816
Q5VTD9	Q9UHF1
O95989	P56182
Q15750	Q16539
P12004	Q99638
Q12791	Q13976
O60675	P17275
P23921	Q7LG56
P22234	Q9GZT8
407036	O43521
P50151	Q9UBY5
Q02413	Q9Y265
O00206	P04899
P15927	Q6PCD5
O43303	Q8ND90
P04156	Q5TH69
O60610	P60709
O75365	Q9NVI1
P40337	P47914
P41227	Q9H8T0
P48050	Q13424
Q15369	Q93034
P63000	Q9Y613
Q13330	Q92769
Q16891	Q9H5J8
P31946	Q5TCX8
P29459	Q13651
P21579	Q9BT78
P05386	Q86YJ7
Q96B26	Q9NQT5
P00533	Q6NZI2
P04637	Q08345
Q9NX09	Q9Y297
P36405	Q8IWN7
P63000	Q2M1Z3
P14649	Q9H1R3
P09619	Q9GZP0
O15198	O60315
P62136	Q13625
P41159	P48551
P43405	Q15139
Q8IWT1	Q9UQM7
P63261	Q9Y6K9
O75676	Q15759
O00238	P22003
P35626	Q5JQS5
P10275	Q9H3R0
P63000	Q86UR1
Q9BY84	Q9UQF2
Q13573	Q9Y295
P31749	Q15181
O43432	P52735
Q92731	Q9UBK2
407018	P35232
P58753	Q14653
P62854	Q8IXH7
P55196	P62736
Q9NXR8	Q9Y230
P55957	Q9HC29
P01889	P31689
P27448	Q99959
P22626	P26368
P61586	Q9Y623
P46777	P62945
O95347	Q9NTJ3
P05556	Q15027
P51531	Q9UJX2
114614	P17947
Q8TAD8	Q9UNN5
O15105	Q92905
P12004	Q13112
P09884	P27694
Q13242	Q92620
P20702	Q02447
Q9UHX1	Q9UKA9
P40692	Q96NE9
O95072	Q8NDV3
P18031	Q9H1D0
P62873	Q14833
Q9BY27	Q9NWS9
P05106	Q9UBP9
O00267	P24928
P42771	Q00534
P0C1H6	Q96DB2
P05093	P40424
P19105	P35579
P62745	Q14185
P00505	Q9UKE5
P05231	P40189
P29317	P55075
P55157	Q96RT1
P28698	Q13952
Q13573	Q7Z5R6
P11274	Q96ID5
407018	Q01196
P62136	Q96SB3
Q13546	Q92844
Q9BTP7	Q9NW38
O00233	Q9UNM6
P00519	P12018
P07498	Q9Y6X8
Q8IYF3	Q9P218
P01111	P08069
P31269	Q93062
P49716	P50591
