#node1	node2
O95197	Q8N612
P27986	Q9NQZ6
O95831	Q96HA7
P20916	P56693
P18564	Q9HBI0
Q9UNE7	Q9Y2U5
P51686	P80075
Q08493	Q13554
Q5VTD9	Q6NUQ1
P16220	P33076
P11142	P11387
Q92985	Q9H171
P25490	Q14209
P49768	Q9Y219
P00734	P00740
P12956	P56182
Q86U86	Q96GM5
P16333	Q92831
Q9C099	Q9NWQ9
P17252	Q9Y624
P22694	Q93100
O14735	Q9H1C4
P01225	P41586
Q15796	Q96S59
Q9H9F9	Q9Y230
P14618	P35557
P22694	Q99941
P04054	P50148
P08069	P36507
P62979	Q9UNE7
Q15287	Q9NYF8
P42262	P62140
P53675	P53680
P37198	Q14653
Q16254	Q9UKT4
O15143	P61158
P18850	P35638
P25116	Q15835
P13807	P68400
Q12933	Q5T1R4
P25445	Q13158
P18583	Q8TAD8
P25963	P34931
P53680	Q15149
Q07955	Q86X95
O00329	Q9HC35
O00762	O95067
P78371	Q7Z6L1
O75582	Q8TEY5
Q92796	Q9NSB4
P18146	Q8TAP8
Q04759	Q96B18
O60260	Q99700
P19793	P55345
Q13315	Q9NXR8
P08069	Q05655
P10415	P30154
P09104	P27816
Q00839	Q15365
P48742	Q9Y261
P05387	P42766
P45984	Q12778
O43765	P07900
Q96PU5	Q9Y4G8
159162	P84103
Q15637	Q9BUJ2
P01106	Q9NQB0
P01574	Q14626
P42331	P84095
P01303	Q92847
P47897	Q13155
O75348	P36543
P18146	P29466
P46092	P49407
Q16513	Q9NRA0
Q96MX0	Q9UI14
P78369	Q9Y5I7
Q9H4K1	Q9Y272
P15407	P53778
P61457	Q96HA8
P62258	Q92574
O14544	Q9HBE5
O95067	P30307
O95169	P03905
P04217	Q14451
P12956	Q86WJ1
P00533	P21781
P61964	Q9HCK8
P38405	Q9UGF7
P05387	P62899
P24394	P35568
P02741	Q03701
Q99677	Q9UBI6
P62745	Q9P227
P84022	Q9Y5J3
P02768	Q9UBP0
P01236	P26951
P35658	Q96HA1
P28482	P42224
Q13315	Q9Y230
145781	Q86VK4
P33176	P49792
Q5VYV7	Q9BQ83
P62877	Q15750
O14678	Q96BY9
Q16531	Q7Z569
Q8IXH6	Q9H492
P19793	Q9BT22
Q8WUW1	Q9Y2A7
P01732	P10321
P02647	P35527
P19838	Q14790
O14490	O95433
Q96AQ6	Q9Y3C0
O75528	P06899
P06748	Q9UL18
O95989	P45378
P62487	Q6P1J9
P10826	Q15788
P38405	Q8N0Y5
O75147	P02768
Q13616	Q9Y297
P07550	Q5TCQ9
P07948	P14770
P30504	Q8IUC4
P45983	Q9UQF2
P08173	P50151
P50552	Q7Z5R6
P11142	P62979
Q13522	Q96LZ3
O60721	P18146
P42224	Q6UWB1
O60925	Q14590
Q13535	Q29RF7
440264	Q9NPD3
O95391	Q15834
P61981	Q9H4A3
Q14197	Q96EY7
P26010	P56199
P15927	Q9UQ84
P15151	Q495A1
Q08334	Q9ULV8
O43353	P17066
P26368	Q13838
P05771	Q07157
P10914	P62979
P03372	Q5T9C2
P27824	Q15306
A6NH00	P32121
P26599	P29965
P02538	P19012
P25963	Q9UHD2
P06400	Q13309
P30153	Q9Y3A3
P78371	Q15257
Q8NFH5	Q8TEM1
Q13315	Q8IY51
P11309	P51813
P62805	Q9H2F5
O15239	P03891
Q13315	Q96EY1
P22087	Q9UKS6
P01375	P27361
P46777	Q02878
Q14687	Q93062
P61081	Q13573
O15287	Q8N6Y0
P10912	P40225
P04049	Q9UNS2
Q15834	Q15906
P09651	Q9BUJ2
P63279	Q12772
P11215	P35638
P56748	Q16625
P22061	Q14164
Q9H2G2	Q9ULH1
P12931	P38570
P61586	Q16513
O60674	P43681
O95391	Q9H2H8
O15520	Q07889
Q13535	Q8N8A6
Q12933	Q9BQA5
P35225	Q99650
O43353	Q9Y4K3
P04637	Q13489
P35626	Q8NH94
P06400	P51532
Q9P289	Q9Y3A3
P84243	Q9NVP2
Q96ST3	Q9UI36
P18887	Q9UGP5
P56556	Q9P0J0
O75038	Q9UQM7
P62714	Q9UHV9
Q6ZVK8	Q9UI14
O95298	P03905
P57087	Q8TEW0
P63098	Q9UJX3
Q04206	Q99757
Q7L2E3	Q96C10
O14640	Q9P219
P04899	Q99614
P01589	P32881
Q13243	Q15287
P12931	P36575
O60477	O76071
Q86UW9	Q8HWS3
P15260	Q16619
P62899	P62910
P63092	Q8TDV5
P52272	P62330
P49746	P61812
P25205	Q96CS2
P46531	Q15797
P61313	Q9UKV8
P46531	Q6ZQN5
Q00403	Q12857
P04626	Q05397
P05129	Q6R327
P07585	Q14031
O43390	P26368
P32246	Q8NHW4
P16220	Q96AY2
O15083	O75145
P54257	Q14055
P41586	P62879
Q14934	Q96RG2
P63244	Q9NY59
P11940	Q9UL18
P27361	Q9Y4H2
P62847	P62854
Q15149	Q9UMD9
Q01081	Q13315
P09234	Q14103
P84022	Q14974
O75928	Q12772
O43684	Q9UJX3
P27487	P51671
P27708	Q01201
P38405	Q8NGK0
P36897	Q15052
P04745	Q86UN6
P31930	Q9NQC3
O60684	P36957
P26368	Q99459
P16619	P49682
406991	P36952
Q5VTD9	Q76G19
P56537	Q9H293
P19174	Q8WV28
P19438	Q7Z3U7
P04406	Q99879
P07550	P38405
Q15811	Q6ZUJ8
P35638	Q01094
P09237	P59665
P41594	Q13555
O94953	Q9BTT4
P11171	P61247
O94916	P63098
Q09028	Q16777
Q8WV28	Q92918
P22694	Q07343
Q12874	Q15428
P24043	Q7L1I2
P31947	Q9UQ35
Q13257	Q14164
O95477	P18146
P50570	P54252
P12268	Q9UBN6
P61244	Q8IWI9
P60520	Q8WYN0
O95402	Q13503
O75038	P05771
P14625	Q9Y243
P35998	Q9BRP4
P35626	Q8WZ84
Q8IUC4	Q9UBN6
P30084	Q9Y478
P04899	Q92806
Q15714	Q92616
P63104	Q86YZ3
O95299	P03905
P56645	Q03052
P56545	Q9H5Z1
P09913	P52630
P21673	Q15047
Q04771	Q9NYN1
P21796	P81605
P09429	P48729
Q99497	Q9UER7
Q15759	Q9Y6W6
P35555	Q08397
Q92831	Q96F10
P62993	Q02543
Q9NQG5	Q9UGJ1
406889	P01112
O15264	P40227
P05771	Q9NR12
Q14626	Q8IZJ0
P17302	P48730
O95870	Q15424
P07602	Q86YV5
P68402	Q13424
Q14765	Q8WXH5
P01889	Q15436
P59768	Q15147
P04155	Q9Y261
O95067	P24941
P13497	Q9H2X0
O75618	P05783
Q08493	Q9UQM7
O14964	P35240
P04350	Q9NY65
P06899	P51610
O75044	Q8IXI1
P33981	Q13233
O95967	Q14966
P07355	Q00005
O14737	Q9UKE5
P11229	Q9UBI6
O95918	P32121
P51571	P62330
P62277	P62753
P07437	Q9BQE3
O14933	P00338
Q13087	Q14240
P00918	Q2Y0W8
P13489	P49411
Q08828	Q9HAV0
P06748	Q07955
Q9Y3B3	Q9Y4K3
O75808	Q86YS3
P35626	Q8NH49
O15111	Q06124
P98095	Q14031
P30279	P42772
P10276	P10826
P01106	P05362
P06213	P28482
Q9BS18	Q9NYG5
Q06455	Q9P2A4
Q8IZI9	Q99062
P06729	Q6Y7W6
O60610	Q8NHR9
P41220	Q14194
O95602	Q5UIP0
P06241	Q8N3X1
O60674	P32248
P56748	Q96B33
O43752	Q86Y82
Q13535	Q13573
O15479	Q9H7X7
2310	Q08999
P10301	Q9UJF2
Q8NEZ4	Q9C005
P22455	Q9NP95
O95819	P38646
P09525	P16104
P13805	P26641
P01112	Q92734
P67870	Q92997
P35222	P51817
P26992	Q9P0W0
Q04206	Q04917
P55769	Q15029
P23769	P28482
P41250	Q9Y4K3
Q13509	Q6PEY2
P46531	Q14469
P24522	Q06330
P46778	Q9NX58
Q92905	Q9UBW8
P26447	Q00987
P13500	P51681
P49682	Q16627
P05013	Q5VWK5
P61421	Q96E22
O43353	P53779
Q16875	Q9Y478
P43487	P62826
Q12873	Q14247
P25942	Q9Y4K3
5512	Q9UD71
Q9H1J1	Q9H4D5
P43405	Q14247
P62314	Q99459
O75446	Q9HCU9
P24723	P62993
Q5JQF8	Q96EP5
P47869	Q15111
P61981	P78386
P10636	Q13501
P48357	Q13007
O15055	Q9BPZ3
Q9UHD2	Q9Y230
Q53H80	Q8TBB1
P07910	Q8IX12
P27348	Q8N122
P06400	P12830
P42574	P55210
Q9BWH2	Q9H1I8
P18031	Q9Y4H2
Q16594	Q8WVD3
P10586	P29353
P51817	Q08493
Q93062	Q9BX46
P20042	Q9NR50
O14512	P52630
Q13242	Q15287
P60568	Q03060
P16234	P48736
P62993	Q9NYQ7
P27797	Q16659
Q15436	Q9NQW1
P04632	P07384
P04626	P14210
P63104	Q5T200
Q8NG27	Q9H1I8
Q92747	Q9BPX5
P28482	Q9NYJ8
Q01081	Q8TBK6
P84085	Q99755
P61077	Q8IUQ4
P61981	Q12802
P02489	P43320
O95402	P52434
P04141	Q01196
O14744	Q9H9G7
Q5T5U3	Q92730
Q9WJR5	Q9Y230
Q12983	Q16665
P40337	P56134
O00459	P15153
P45983	Q99683
P52565	Q9H171
P01303	Q9BXC0
P01876	P02787
P54253	Q14157
P08588	P49407
P33992	P55201
Q8NHY6	Q9H7E9
O94906	Q13535
P46108	P54253
O60674	P01574
P07910	Q99459
P01258	Q8NFJ9
Q13469	Q96LZ3
P01024	P06681
P22004	Q13873
406987	P09629
Q969G6	Q99683
A4D0S4	P56199
P50454	Q6UXH1
O15554	Q9NRX4
P13747	Q03519
Q9BZJ6	Q9H2G2
Q14164	Q96GD0
Q12841	Q8WZ42
P31947	Q9BPZ7
P42338	Q9Y243
P63208	Q9UKB1
Q93079	Q9BTM1
P35613	Q9NR12
P41182	Q9UH73
P01589	Q13424
Q14980	Q9UM73
P62191	Q9Y5K5
P17535	P20702
Q9H0F6	Q9Y6K9
P26651	P49137
O60266	P08754
407016	Q15797
P30504	Q9Y262
Q14088	Q9UI14
P52198	Q96N67
P22626	P26599
P00505	P35754
O43660	P52272
P68431	Q9NR48
P18146	Q93096
P30876	Q8N7H5
P39023	P61353
P13725	P17181
P02652	P41235
P18146	Q7Z2X4
P62910	P84098
Q14683	Q15366
O95251	Q08752
P48594	Q8IY92
P58012	Q96EB6
P15153	Q9BZ29
O15198	P28482
Q6ZSY5	Q8TD86
P08912	Q13596
P02768	Q01432
P02768	Q9BUN8
P52333	Q92569
Q9H0R8	Q9Y4P1
Q14558	Q9Y4K3
P0C0S8	Q9UKV0
P07477	Q96RI0
P09874	P68431
Q15560	Q96DV4
O75593	P27986
P62993	Q9BQ67
P14635	P30307
P22607	P49763
P53990	Q9Y6W3
P32246	P80075
C9JDP6	O75970
P20042	Q05516
O15182	O43924
P29459	Q02556
P16220	Q7Z3K3
Q96AV8	Q9Y265
P63000	Q9BYG5
P07900	Q99836
P23560	P34130
P19525	Q9UPY3
O75081	P51805
P05771	P62714
P08754	P63218
A7E2V4	P54253
O14610	Q14831
O75365	Q14139
P25786	Q14232
O60285	Q93008
P53779	Q16600
P07199	Q9UK32
P51813	Q13480
P42338	Q9UBK5
Q96HA8	Q99750
P15260	Q969D9
O76031	Q9BUV8
P26045	Q14524
P08174	P42684
Q01804	Q9HAW0
P67870	Q96EZ8
O94805	P67870
Q16637	Q9Y333
P35626	Q8NGA5
P29317	Q9GZV9
P35626	Q8NGF7
Q93034	Q96S21
P05112	P26951
Q13315	Q96Q83
P32248	Q15835
O75529	Q15714
P12931	P21980
P10720	P49682
P05089	P42226
P28328	Q92541
P49815	P62258
P48552	Q9UBC3
O15230	P11047
P63167	Q9NRX3
Q13009	Q96L33
O95870	Q8TCT9
P35638	P53567
Q9NRI5	Q9Y496
P02458	P56199
O94979	P13805
P02675	P08514
P61586	Q9H7D0
P59998	Q14247
O14733	Q9UM73
P31946	Q7Z401
P13569	Q14677
P63279	Q14789
O75791	P63244
P06241	Q13905
P10275	P55075
P62837	Q86Y01
Q04721	Q9NR61
P27540	Q99814
P16333	Q9NQU5
P15407	P18848
O95865	P05026
Q08945	Q9P0M6
P52272	Q13247
P18206	P20618
P05120	Q14653
P62324	Q13310
O95486	P55735
P11831	Q8IZQ8
P62633	Q99729
O15031	Q71F23
P12270	P49790
P25025	P78556
P51665	Q06323
P22681	Q969J5
O43524	P24941
Q16543	Q16891
O43889	P36873
A8K0R7	P62258
O15442	P20073
P25963	Q12933
P20333	P35579
Q14653	Q92985
P01243	Q15365
P0C1H6	Q13547
Q13164	Q9HBH9
Q6WCQ1	Q99759
P46527	P68400
P04629	Q99963
O95985	Q9H9A7
O15467	P25024
P31689	Q9Y276
P62714	Q08289
Q13952	Q68CP9
P83731	Q02543
P01106	P28066
P08708	P35544
Q03135	Q14108
Q5VTD9	Q6X4W1
Q93034	Q96BD6
P60709	Q14240
P78357	Q9H2G2
P19544	P26368
P18124	Q9Y3U8
P35568	P62258
P31751	Q14738
P28907	P32238
O95298	O95299
P41586	P63092
P52907	Q6IBS0
P21980	Q15796
O60934	P49959
P05412	P37173
Q96NG5	Q9NQT4
P57075	Q9UM73
Q96EZ8	Q9Y230
P42338	Q13094
O60331	Q9Y6U3
P01889	P43628
P43364	Q8N131
Q9UKK9	Q9Y478
P52597	Q08211
P01574	P31785
P55268	Q7L1I2
P19883	Q15139
406884	Q9H9Z2
O95260	P40337
O15379	Q96A08
A0JLT2	O95071
P15090	P37231
P19174	P42768
P49327	Q13233
Q13522	Q9UQK1
Q14192	Q9H2S9
P49770	Q13144
Q06190	Q5T6C5
P29692	Q05639
P09234	P55795
Q14919	Q15642
P30519	Q8TB96
O43914	P43631
Q13535	Q86VX9
P38936	Q9UMN6
Q6UVJ0	Q9BV73
Q15287	Q9BXP5
Q15370	Q16665
P05000	P26992
O00487	O75832
P51686	Q9Y4X3
P63173	Q02543
Q13409	Q96AH8
Q96L33	Q9Y3M8
P07333	Q99963
P60520	Q14204
Q15369	Q9Y575
P41970	P62993
P11047	Q13797
P12814	P26038
P04745	P25942
Q06830	Q13162
O00459	P23443
P42858	P54257
P53778	P63096
Q15418	Q16659
Q9Y3Z3	Q9Y5J5
P08700	P38484
O14867	Q92547
P01111	Q16539
O60828	Q9Y3C7
P04637	P14635
P84022	Q05066
O60583	P24928
P23769	Q13485
P03956	P42830
P00533	P0CG47
P05129	Q15361
P51668	Q9BUB5
Q13409	Q13885
P61981	Q8NEB9
Q8N257	Q9UPS6
O43295	P60953
P28070	P53350
P32121	Q96R45
Q8TEW0	Q96NY8
O43521	P27361
P01570	Q5VWK5
P32004	Q01484
O15042	P01106
P63104	P98177
P63104	Q6P597
P13612	P49747
P07900	P15172
P31785	Q9HBE4
P00747	P07355
O94806	Q9NYF0
P13639	Q9NRI5
P28370	Q09028
P01308	P17948
P62993	Q07020
P13612	P22105
Q96BK5	Q9NR30
P78527	Q99759
P49023	P60709
Q9H1Y0	Q9HCH5
P08621	Q9P2G9
P42702	Q9UHD0
P61981	Q09161
Q13535	Q9NPJ6
P35968	P46109
P08637	Q6PI73
P31749	P51617
P05107	Q9UNS2
O95376	P51965
P35680	Q13547
Q16623	Q99719
P13612	P53420
P98177	Q9Y478
P35568	P35968
P06401	Q05086
O15169	P84022
P15311	P23508
406980	Q8WY64
P00403	P62993
P05112	Q14627
P01303	P20382
P00533	P35070
P63096	Q9HAV0
Q7L0Q8	Q96HP0
Q15750	Q9NYJ8
P23467	P35222
Q13573	Q6P1J9
Q13885	Q92974
Q13363	Q8N3X6
O95049	P56880
P0CG48	P53355
406905	Q9Y3Q4
P63104	Q6DD88
P50479	Q12923
P61952	P63092
Q06330	Q13363
Q08211	Q13573
O43143	P19387
Q14515	Q9NRI5
Q09028	Q9H7L9
406995	P35625
Q13535	Q9UNF1
P10276	P78413
P25101	P43250
O60262	P42336
P37231	Q8N122
P62837	Q9BY78
Q07889	Q562R1
Q7L1V2	Q9H270
P27348	Q02241
P00533	Q15149
P17301	P49746
P04899	P13945
O14576	Q13526
P60953	Q9NZN5
P27361	P50607
P37108	Q9NY93
P14678	P62308
Q08554	Q8IY92
O15151	P62258
O14974	P26368
P01566	Q9HBE5
Q9H171	Q9ULE6
P00533	Q01970
P36888	P48736
407012	P16104
O95400	Q13243
P36897	Q8TAX0
Q96B97	Q99963
P19086	P47712
P00533	P40855
O75964	Q9Y5J5
P12236	P99999
Q8TBK6	Q96MF2
Q15303	Q16665
P16591	P18031
P26599	Q15366
P57086	Q9P0L1
O43504	P04406
Q02040	Q15834
P08123	P48382
P05023	Q9UNH7
Q9H160	Q9HCE7
Q12959	Q14160
O95163	P28074
A0JLT2	P52435
407007	P63151
P23508	Q9UHV9
P16871	Q16619
O95751	Q9BVJ6
Q04695	Q15834
O60921	Q9UIF7
O14625	P51679
Q13568	Q9Y4K3
O75319	P47897
P32121	Q8NGE0
P98175	Q9UKV8
Q00005	Q9HCC0
P16591	P46459
P15498	Q08881
P23921	P31350
P34130	Q16288
Q9Y3F4	Q9Y4K3
O43639	Q16620
P60673	Q07890
O60861	Q9Y2A7
P54646	Q92574
P08865	P62263
P12956	Q96RY5
P54619	Q86TI0
P63215	Q14833
P04626	Q7Z7G1
P52735	P62834
Q92608	Q9HBH0
P52298	P62826
Q14767	Q9H2G2
O75376	Q8WUI4
O60784	O75674
P23508	P62993
O15379	Q13263
P60228	Q9Y4K3
O95347	Q15021
P22681	Q13094
P08047	P98194
P12429	Q8IWV7
P53778	P63151
Q99816	Q9BUJ2
Q05397	Q16539
O14964	Q13153
O95271	Q9NRI5
P60953	Q9Y5S2
O00459	Q13094
Q13156	Q13472
P11215	Q8WYR1
P48739	Q14164
P10071	Q8N752
O60262	Q9UBS5
O43597	Q9Y219
P01270	Q99689
Q13547	Q14188
P11047	Q05397
P43246	Q92889
P05106	P12111
O43166	P62834
P20702	Q00577
P27482	Q14123
P20618	Q15714
O94762	P49959
A6NHL2	Q96RT7
O75581	Q9ULW2
P08238	P22736
P78362	Q8TAD8
P13725	P13805
Q16539	Q9Y463
P46783	Q9Y6K9
O76081	P48039
P12814	Q9NPC6
Q00005	Q14525
Q96Q15	Q9H1J1
P46108	Q8ND30
P35609	Q13683
O14879	Q14164
P11171	P61604
P01111	P53779
406947	Q13546
P05113	P17181
Q96KQ7	Q99612
P67870	Q14168
P04049	P62070
P11021	Q9Y6X8
O43318	P40763
P49815	Q9BPZ7
O15392	P08047
O95931	Q99496
P01871	Q99962
P00492	P30480
P24941	P35222
P09661	P49662
P11021	Q9HCK5
Q00987	Q9Y2T4
Q06330	Q92585
P02766	Q92561
P07359	Q9NPF4
O75618	Q9P031
P61587	Q52LW3
O15287	Q8N6K7
P33992	Q9Y5J5
P33240	Q9UKF6
P84095	Q13464
P24928	P38398
P07948	Q9HCN6
Q7Z3C6	Q99570
P38398	Q5VTD9
P06241	P78345
P50990	Q13573
O43164	Q96B02
O60762	Q9Y5V3
O94817	Q8IZQ1
O15392	Q13490
O75051	Q8WUJ3
P19174	Q9BWF2
O15085	O95477
O43251	P26599
P16989	P49841
P01106	P22732
O14939	P11234
Q14457	Q16254
P01112	P04049
Q13227	Q86Y13
P01106	P33991
P18827	P20908
P19544	Q14192
P01106	Q9Y2X3
Q14197	Q9BW92
P01130	P17948
O15492	P04637
P78396	Q8WWM7
P10515	Q15119
P18206	P49023
P02461	P05556
P48023	Q99963
O60343	Q96L91
O43765	P10451
P10589	P29692
P07910	Q96IZ5
P04271	P14136
Q92985	Q9Y4K3
P30519	Q6QNY1
P61964	Q6DN03
O14920	P49642
P05783	Q9Y5B8
Q13129	Q92963
P23258	P49023
Q8IXH7	Q9NX55
P55957	Q9Y6K9
Q9UIG0	Q9UPN9
P30480	P62158
Q01082	Q9NQ66
P57723	Q9NWB1
Q00839	Q9Y297
P05060	P12236
P17987	P67775
Q969T4	Q96GF1
P01106	Q9BXR0
O95467	Q99614
P17544	Q9BYV9
P62745	Q9NZN5
P23458	Q99062
P22694	Q9UKL4
P25705	Q9UHD2
P03372	Q13330
P10275	Q687X5
Q96LR5	Q9UII4
O60359	P67775
P00750	P09429
P01308	P98164
P14672	P37231
P01215	P22888
P46108	Q13191
P12830	P14923
O75074	Q9UJY5
P15622	Q9BUH8
Q9BSJ8	Q9Y6K9
Q99689	Q9H5J8
P68032	Q969Q1
P46695	P49069
P11166	Q9Y478
P61981	Q9P0K7
P62993	Q13330
O75365	P42704
P20783	Q15319
O95359	Q02224
P30613	Q2TB90
P60520	Q9UPU7
O15350	P09429
P46094	P52333
P62140	Q96SB3
P23511	Q92831
Q13489	Q16695
P62140	Q13976
P61964	Q96DI7
P25106	Q14526
P12111	Q05397
P62158	Q9UHD2
P51965	Q5VTB9
P05412	P49841
O14775	Q9HBW0
P51681	Q15811
Q92547	Q9BX63
Q8TDR0	Q9P2Q2
Q9P286	Q9UGJ1
P10275	P31749
P20290	P22466
P32881	P42701
P10912	P15248
P38405	Q8NGS4
P0CG48	Q9Y3D6
P23508	Q9UQE7
O00217	P03891
Q9BZD4	Q9NV70
P26927	Q9GZZ9
P08514	P12109
P51532	Q16695
P08581	Q9NSA1
P80294	Q96KC8
Q96GD4	Q9NQS7
P16333	P62987
Q7Z6K4	Q9UJU2
P46379	Q96S82
O60391	P22612
Q12789	Q13535
P13984	P27540
P57739	Q07157
O15264	P23396
Q8WV22	Q96MG7
P62993	Q92953
Q13573	Q9UKN8
O94979	Q9Y6B6
P04150	P15036
Q9H7E9	Q9Y2X7
Q8TB72	Q9ULK4
Q13573	Q9Y6E2
P05106	P08123
P14550	Q03001
P28749	Q9BUH8
P39023	Q9Y478
P22681	P31785
P01241	Q15691
P18848	P51812
P35680	Q9BWD1
P08253	P50281
Q04206	Q13478
Q6PEY2	Q96RT7
P14921	P23771
P27348	Q7Z401
O75751	P08047
P37231	Q5VT06
P32121	Q8NGZ9
Q15645	Q96JB6
P09341	P51685
O94817	P46821
P47902	P49715
P09012	Q9BQ61
Q86WG3	Q9UNE7
P48304	Q6UXH1
Q6WCQ1	Q9UKW4
P09493	P62993
P05388	P40429
O43639	Q13153
Q99759	Q9H4A3
P15880	P62841
P12980	Q2KJY2
406940	O75582
Q9BRQ0	Q9Y4A5
P62837	Q9UHQ1
P10600	P37023
P63165	Q9NS39
P48023	Q96JB8
P02671	P02679
P21810	P55001
Q96J94	Q9UPY3
P21246	Q92698
P23193	Q8N7H5
P22234	Q8TAP6
P42766	Q9Y3U8
407053	Q12778
Q76FK4	Q9Y221
Q9P0U4	Q9UBL3
P40763	P63000
Q5VVX9	Q9P0P0
P04792	P62993
P07910	Q16629
Q53HC9	Q8N163
P14416	Q16537
P02511	P63208
P28067	Q9GIY3
P12980	Q9H7Z6
P20333	Q92538
Q15118	Q15119
P00441	P04156
Q9H944	Q9NX70
P28482	Q05682
P18146	Q13478
O76071	Q9ULX6
P01243	P50395
P25490	Q96EZ8
Q9HBW0	Q9UK08
O15504	Q96HA1
P01100	P01111
O00329	P08069
O14832	O75674
O75800	Q8TEC5
O43294	P31431
P22681	P31946
P02747	P26022
P51668	Q14258
P12956	P14859
Q15388	Q9BXM7
P23508	P48556
P01567	P14784
Q15714	Q9H223
P58107	Q9UKG9
P67775	Q92997
Q969S8	Q99878
P25025	Q9H2A7
P01106	Q14209
P02776	P49238
P62081	P62263
O60262	Q13368
P16234	P21781
P34969	P63218
P01106	P68366
P31689	Q13077
P60602	Q13158
P10826	P19793
P14316	P85037
O43353	Q13315
Q969J5	Q9HBE4
Q7Z412	Q9UMX1
Q15008	Q16401
P00491	Q9Y4K3
P14678	Q6P2Q9
Q96BK5	Q9Y283
O43187	Q86VW0
O60763	O75365
Q13237	Q15147
P48357	Q9Y4H2
O75578	P56199
Q99961	Q9UQ16
P57730	Q9ULZ3
P54253	Q6DKK2
P60709	Q9BX66
Q12873	Q86YP4
P67870	Q5T280
Q14197	Q8NI60
Q12772	Q92905
O75558	P17980
P17081	Q92608
P06241	P16144
P30530	P62993
O00459	P10721
P54098	Q9UHN1
P12318	P43405
Q15011	Q93009
P27986	Q9H400
P49682	P52333
P30260	Q12834
P30049	P36542
O15519	Q15393
O43677	P03891
Q14D04	Q15714
P54646	Q86V24
Q93079	Q96RL1
O60739	P61158
P08631	Q6S5L8
P20618	P28074
O15399	P62136
P11717	Q15075
P25025	P63096
O15131	Q13573
407006	P03372
P26927	Q9H4B6
P84098	Q00005
O15360	Q9NPI8
O00471	P11532
P13942	P17301
P17948	P42224
Q99683	Q99759
Q02388	Q5JRA6
Q8TAQ2	Q92922
P27361	Q96BA8
P61254	P83881
Q96A54	Q9Y478
P35626	Q8NGG4
Q14644	Q9UHD2
P27361	Q05923
Q5VTD9	Q5VU43
406987	P09486
Q8WVZ9	Q99728
Q13352	Q92665
O15212	Q99759
Q13435	Q15393
Q86TI0	Q9UGI9
P32121	Q8NH10
O14980	Q09161
P04629	Q96PU5
P01106	Q6P1M0
Q6ZSY5	Q93100
O43719	P14678
P35250	P40938
P23508	Q15185
P62256	Q86Y13
Q8WYR1	Q99490
P46778	P62906
P52333	Q99665
Q96A84	Q9H8T0
P10275	P11182
P22694	P25963
O76024	Q13352
P41220	P51946
P41145	Q96AW1
P13236	P61073
Q14789	Q99459
P51654	P56704
P84022	Q92963
P30304	Q9Y297
P38936	P63208
P31749	Q05655
P31751	P60484
Q13315	Q9UKL3
P00533	P13688
P56537	Q96HD1
Q09472	Q92831
O15117	Q14008
P08514	P12111
P46527	P52565
P27361	Q16690
O43541	Q96FA3
P39748	P49841
Q92844	Q9UHD2
O75015	Q6PI73
Q13596	Q96QK1
P11473	P48552
P36873	P60660
P57087	Q96QZ7
P18146	Q969F8
O15264	P61952
Q13188	Q96NE9
P05129	P63211
O14512	P23458
O15054	P67870
P45983	Q9UK08
Q15291	Q9HCK8
A6NHL2	Q8NCM8
O15116	Q6NUQ4
P12004	Q09472
Q06124	Q15149
O14744	Q8N2W9
Q07352	Q16539
P04629	P42566
P09936	Q96S59
P08238	P31946
P40429	Q07020
P35626	Q6IF63
P05386	P62714
Q13509	Q92974
P13232	P23458
O95813	P56706
O43261	O60383
Q53ET0	Q9H0K1
P01106	Q9NUL5
Q8N2Z9	Q9BXW9
O95182	P03915
P50552	P51617
O75159	P00533
Q92797	Q9H0L4
P04350	Q13084
P10916	P13533
P23258	Q08AG7
Q92900	Q9H1J1
A4D0S4	P06756
P19438	Q9Y6D5
A1L0T0	P01106
P04629	Q12913
Q96HA7	Q9Y5B9
O14733	O95999
Q14790	Q9Y3D6
O60783	Q14197
Q02543	Q07912
Q8N145	Q9Y297
P01112	P17252
P05783	P19012
P41235	Q86WA6
P51522	P84022
Q53F19	Q8TAD8
Q92609	Q96CW1
O95863	P37173
Q13547	Q9NY46
P12532	P56537
P11171	P49458
Q96SN7	Q9P246
Q13557	Q4KWH8
Q9UJU2	Q9Y265
P49841	Q96HA7
P06756	Q05397
P32321	Q8TAP6
P84103	Q86V81
P22681	P31947
Q13444	Q5TCZ1
Q9NTN9	Q9ULL4
P17275	P45984
P36873	Q13936
P40222	Q9H6S1
P22301	P35228
P08887	P29460
O60925	Q9Y2X7
P0C0S5	Q16778
P51692	Q9NRG1
P46531	Q5VTD9
P08253	P15692
P04632	P54274
P27986	Q07889
Q5JWF2	Q68DD2
P05556	P27701
Q13748	Q9BSJ2
C9JDP6	O15551
P62993	Q9NYF8
O75044	P60763
P22732	Q9Y243
P52272	Q01130
Q12933	Q16584
P52735	Q8NB14
P08238	Q9Y243
P19838	Q00005
P61927	P62424
O75582	P05114
P19174	P21860
P18146	Q9Y5R6
P18031	Q14247
Q13153	Q9Y2X7
P15927	Q9Y3C7
P13631	P48443
Q00653	Q13489
Q29RF7	Q9HAW0
Q14197	Q5T160
P06241	P20827
P02686	Q8TD19
Q08170	Q13315
O00308	Q15796
P35606	Q9Y478
P43405	P48736
P07766	Q14790
P13807	Q6ZSY5
A0JLT2	Q8TEX9
P06493	Q92993
P10721	Q99704
