#node1	node2
P09237	Q9HCS4
Q00722	Q8TEW0
Q14134	Q96AA8
P31947	Q6ZU52
P03372	Q14686
Q01105	Q9UKE5
100008589	Q9Y2S0
P09874	P14625
P02452	P16144
P02686	P28482
P28702	Q06710
P25789	P62979
P16298	P27482
O75015	P35354
O00743	O14965
P46087	Q13233
Q92730	Q96HP0
P12830	P18206
P62244	Q9H8Y8
P62312	Q9Y4Z0
P54259	Q9BSW2
P49407	Q15208
Q96BK5	Q9NW61
P46379	Q9BV68
P35580	Q15334
O95178	P03891
P17028	Q92993
343477	Q9Y6K9
P49321	Q8IYT8
P27694	Q86U06
P10301	P17252
P08246	P10144
P26012	Q14315
Q13137	Q9UNA4
O00487	P35609
Q13137	Q3YEC7
Q15831	Q9UGI9
P17612	Q13131
P05556	Q9Y490
P63165	Q14865
P10600	Q9H2X3
O75496	Q16254
O15169	Q8N752
P24723	Q9H0R8
Q8IWX8	Q8TAD8
P10398	P36507
P61077	Q6UWE0
P29459	Q9HC73
P35626	Q8NGP3
P28482	Q02156
P13747	P43630
P52292	Q99828
P19105	P62993
P48736	Q9UBK5
P46379	Q15047
P30279	P38936
Q9H7E9	Q9UMY1
Q02535	Q9NQB0
Q8N8B7	Q9Y620
P62136	Q8WXS5
P07766	Q9H6S3
Q969Q6	Q96Q15
P10275	P19174
O95863	Q96NG3
O14908	Q9Y3T9
406886	Q9UPY3
P30153	Q8WXS5
P08138	P29353
P78545	Q13153
P62330	Q14697
P06241	Q9ULD4
P08670	P49641
O14686	Q13315
P08138	Q9NP95
Q99459	Q9UGJ1
P51684	Q07325
Q7Z7A1	Q9Y6R4
O75528	Q9NS73
P61326	Q9BRP8
O75896	Q86SQ4
P04637	Q6SJ96
Q86YP4	Q9UBB5
P01589	Q04206
Q8TBE0	Q99750
P0DJD1	P55854
P42768	Q9Y2R2
P14784	Q9GZX6
P19174	P78314
P00533	Q15303
P24043	Q13683
P62805	Q9Y468
P27986	P41970
O43318	P17844
P05412	P53778
Q15047	Q9H5F2
Q9BVP2	Q9UL18
O43670	Q9BUJ2
P20333	P48594
Q04206	Q09472
P51817	Q96D31
Q13435	Q96NB3
P05106	P22105
P10586	P78536
P27348	P68104
P45983	Q9UBI6
P56750	Q8N7P3
P62987	Q9BXL7
O00220	P19438
P62993	Q15109
P10145	Q16695
Q05513	Q5SW24
P07910	Q12986
Q96P09	Q9Y2X8
P62913	Q02878
P46108	Q8IUG5
Q6R327	Q96KQ7
Q13555	Q8TEY5
Q8TBK6	Q9Y383
P40337	Q96FW1
P68431	Q9H5I1
P28482	Q9P2W3
P60709	Q9NYJ8
Q13769	Q9H4D5
P25490	Q92769
P0CG48	Q9NS91
Q05048	Q9H0E2
P63211	Q16539
P10144	P13010
P19525	Q6P2E9
P01589	P20809
P56746	Q96AP7
P50395	Q9Y4K3
P27694	Q14191
P46094	Q9Y4X3
P20585	Q10586
P13500	P46092
P61201	Q9H160
P30307	Q5MJ70
Q16537	Q86YF9
P06241	Q06418
O15162	Q01844
P04406	Q504Q3
Q13546	Q14790
Q12959	Q15334
O75346	P15121
O14727	O43504
P08123	P23229
O43542	P62195
P18146	Q9Y6K9
P11511	P21281
P04899	P68366
P68400	Q16539
Q08117	Q9Y3C7
O75030	P35222
P62136	Q13237
P10599	Q92905
P04150	P16220
P05067	P61812
O60493	P62993
P57059	P62258
P41182	Q15771
Q13148	Q15047
Q13190	Q5UIP0
Q5T3J3	Q99873
O75943	P40938
Q12834	Q9UJX6
P83731	P83881
O15524	O60674
P11215	P31997
Q9H422	Q9UGP4
P06756	Q08043
Q13162	Q15084
O60840	P50151
P36542	Q9UQN3
P04350	Q71U36
Q86YZ3	Q9Y2Q3
Q15528	Q9P086
Q92905	Q9H9Q2
O60674	P13232
O15162	Q9UHH9
Q15173	Q9Y243
P27986	Q05397
P24385	P51946
P63104	Q99759
P01568	Q13651
O60244	Q15528
P62249	Q13233
P35626	Q8NGE8
P30480	Q13642
Q13547	Q96A08
P32248	P55773
O14512	Q8IZP0
P60568	Q99650
Q00005	Q9Y698
P04637	Q7Z6Z7
Q15019	Q92599
P05000	Q9UHF4
O75365	Q9UBS4
P08473	Q92597
P41182	Q9UBK2
O75376	Q9UKV0
O14656	Q14204
Q14164	Q9UL46
P02768	P02790
P01112	Q15418
O75496	O95343
A8K6C2	P26992
Q15645	Q9NRY6
407025	P25490
P63261	Q9NRI5
P11831	Q14192
P16284	P29350
P48443	Q9NVC6
P10276	P78543
P16520	Q16539
P17181	Q8IZI9
O00222	P63215
P04156	P11047
Q92900	Q9UPR3
P17081	Q9P227
P22681	P42338
Q15788	Q9Y2D5
O60925	Q12766
O00141	P42345
P43119	Q5JWF2
O43318	P41252
Q96G04	Q9NRG1
P35968	Q9NP31
P23508	P52907
O95777	P78347
O15169	Q9Y6R4
O60318	Q9BPY3
O15519	O75533
P62879	Q99759
P16871	Q8IU54
O60518	P22392
P63215	Q08462
P38405	Q8NGI8
P08514	Q16363
P13591	P32004
P01106	P22681
Q07021	Q16629
Q13535	Q8N108
P15884	Q02363
O43295	P52198
Q15038	Q9NRV9
P32927	Q9P0W0
P0CG48	Q96RN5
P56975	Q8IUQ4
Q8N7P3	Q9UDY2
P26006	Q13751
P01303	P25101
P15336	P63279
P12980	P61964
O15105	P18146
P41240	P61978
Q99417	Q9NTK1
P41743	Q8ND90
P62136	Q96A00
O94906	P55769
O60641	Q9UKG9
O94952	Q9C0A0
Q5SRE5	Q8IY92
P38405	Q8NG99
Q86YZ3	Q96BK5
O43505	P01106
P60866	P62277
P19438	Q9GZR1
P09769	P27986
Q96A72	Q9Y5S9
Q96QV6	Q99879
P46779	Q07020
P15090	Q12873
P22314	Q9Y385
Q01970	Q9NPG1
P01574	Q13007
P15153	Q9UIW2
P61964	Q9UPS6
O00232	Q9BRP4
P98164	Q9UQF2
O14727	P99999
O43915	P22607
P01106	Q00341
Q12967	Q92963
O43306	Q5JWF2
P19875	P51677
P22680	P41235
P19838	P35580
P30281	P42773
P26006	P29400
P36897	Q14344
P02533	P25054
P18146	Q9ULZ2
O75150	Q13535
P39019	P62979
Q13315	Q15020
Q15173	Q8IZS8
P08670	Q8NC51
Q08AD1	Q15843
Q13547	Q8N9N5
P46531	Q8NES3
Q9H254	Q9NRI5
P08754	Q96PN6
O14775	Q13972
P24043	P26010
P19838	P38398
9757	Q9UBL3
P62070	Q13393
P63165	Q00613
407029	P08729
O43353	P08138
P52272	Q16629
O00401	O14986
O75909	Q8NDX5
Q02045	Q9H1R3
O60603	Q9BXN2
P05771	Q8NFM4
P62987	Q13155
P08047	Q96PG8
P30050	P61927
Q14469	Q9UBP5
P23458	P42680
P56192	Q9Y4K3
P62258	Q9Y2K2
Q7Z6G3	Q9NP79
P04637	Q9Y230
P26368	P31943
O43763	P10276
P18146	P49069
P30457	Q9Y4L1
P12882	P61586
P04216	P06239
P00734	P02675
P04183	Q9HB58
O43426	O94875
O15372	Q9GZS1
P32246	P80162
P30466	P43631
O00144	O14905
P52756	Q08211
P20339	Q9UKG1
P22087	Q96RG2
P45984	Q03112
Q15834	Q96GM5
P52294	Q5TAQ9
O15198	P51522
Q13315	Q659A1
P01106	Q8N1F7
Q92499	Q92597
Q93009	Q9UJX6
P42574	Q9BQQ3
O95400	Q96DI7
P46527	P61981
Q9NQB0	Q9UER7
P36873	P62140
Q14BN4	Q9Y3A3
Q13287	Q9XRX5
P42331	P61586
P48736	P54710
O60739	Q01105
P49796	P63096
P39023	P62945
P62330	Q9Y3P9
P11362	Q9NP95
P17301	Q9Y4G6
P07437	P17844
P08620	Q07890
P18077	P62750
A1A4S6	P15153
Q6MZQ0	Q9BVC4
Q06787	Q96S59
P12931	Q02156
P24723	Q4KWH8
O95831	P99999
O60934	Q92878
P13569	P31689
P42679	Q01844
P39023	Q99558
Q9UF02	Q9UQM7
O00463	Q15750
Q5T3J3	Q9H5J8
P01579	Q8N6P7
P18077	P83881
P52333	Q8WXH5
P27361	P62136
P62136	Q9P2I0
P20333	P34931
P01106	Q8IYH5
O15287	Q13813
P51610	Q9H7L9
P35226	Q8NDX5
P17600	Q13315
P21918	P38405
442890	P30279
P20366	Q8TER5
Q8NCM8	Q9BUF5
P11233	P45984
Q6UN15	Q9NP77
P51817	Q14643
Q8TD86	Q96LZ3
P23458	Q01344
O15162	Q14966
O15273	P54253
O60936	P42575
P09486	P98160
P62158	Q13555
O15344	P51668
P23508	P48507
A6NIT4	P15509
Q16849	Q9H254
P46782	Q01201
P58753	Q9NWZ3
P06730	P18206
P07942	P26010
P38405	Q8NH90
Q08945	Q9NVU0
P24821	P56199
P19174	Q15303
Q08334	Q9GZX6
P27658	Q9NRR5
P68431	Q14781
P41091	Q9NR50
P42677	P46781
O14920	P46531
P29992	P30411
P63279	Q9UBC3
O75056	Q13885
O00193	P01889
P27361	Q86XP0
P16104	P51532
P55055	Q12873
Q02388	Q8IWR0
O95999	Q9BWT7
P03372	P20226
Q12873	Q8NC51
P08047	Q6VMQ6
O60282	P68400
P61956	Q9UJU2
P31749	Q01201
P78396	Q01094
O76071	P20618
Q15323	Q9NX58
P08069	Q06124
Q8IUQ4	Q9HB71
P06239	Q12933
O15047	P58876
O00144	O96014
P05109	Q15853
P17302	Q13164
Q96B02	Q9Y4L5
P54253	P61421
P10644	P17612
Q96KP1	Q9UHD2
O00459	Q99704
O00468	P30101
P19086	P49802
P09619	Q13322
O14717	P51681
P28222	Q9UK08
P14618	P52789
P10827	P61201
P50148	Q15147
Q9UBD5	Q9Y5N6
P07947	Q8WUM4
P61224	Q92565
Q02763	Q9GZP0
P09471	P14416
P19438	Q9NXR7
P61088	Q96BK5
P10275	Q9Y4C1
P08754	P46094
O43237	Q99459
Q15834	Q9Y247
O15379	Q04206
Q13315	Q92878
P62807	Q13547
P05015	P26951
P55196	P61981
P05771	Q86XP0
B1A4H9	P31785
Q09472	Q8TEY5
P01889	Q9Y2R2
P53355	Q13485
P51668	Q13233
O43516	Q9H2G2
P09619	Q15389
O14561	O95167
Q5JWF2	Q92633
P78352	Q9UP38
Q969S8	Q99877
O75569	P02749
Q8N0W4	Q9HDB5
P07333	P48736
O75494	P08621
P05129	P12931
P20273	P29350
P02794	Q9HB65
O43306	Q9NZT1
Q8TEY5	Q9NR55
P17252	Q16875
O60739	Q9UBQ5
Q9NRG4	Q9NZI8
P07237	P16104
P27986	Q13285
P42345	Q16543
P51692	P67775
O60869	P01100
Q13535	Q8N5P1
Q06587	Q9BSM1
P46779	P62891
P27361	P55211
P62258	Q12778
P06899	Q92830
Q9H1J5	Q9ULV1
O14788	Q12968
P01241	Q14626
P04637	P11388
Q9H173	Q9UHI6
Q13315	Q96MT8
Q06413	Q16539
A4D1E9	Q7Z6G3
O75716	Q05084
Q07955	Q8IYB3
P27986	P37173
P35222	Q9UI14
Q969T4	Q9UII4
P01106	Q09472
P05771	P18564
P53814	Q9HCU9
P10747	P42338
Q99459	Q9H4L4
P12956	P55769
Q13546	Q8WZ73
Q13573	Q9BSJ2
O00574	Q07325
P18146	Q9Y468
Q9Y2W1	Q9Y4K3
P17301	Q07890
P05787	Q04695
P52564	Q9Y2U5
Q9NZQ3	Q9Y2X8
Q13418	Q6NUN9
P21860	P27986
Q15043	Q86WV6
P14138	P25101
P18146	Q01629
P30480	P62333
P56134	Q93052
P36405	Q8IWN7
P46527	Q05655
P04626	Q63HR2
O43318	P19438
O15519	O43353
P62136	Q12972
Q00597	Q8IYD8
O75578	P02462
O15131	P50213
P62837	Q8ND25
P29475	Q8TD86
Q9H223	Q9Y5J5
O95059	P14618
O60814	Q9UBL3
O95838	P62158
P06241	P18583
P22607	P52803
P32121	P62714
O15264	P12318
Q9BUJ2	Q9UBU9
P63279	Q6EEV6
P16144	Q9Y490
P68363	Q13409
O43261	Q92993
Q5RL73	Q9NY59
O00231	P21246
P62745	Q8NF50
Q969T4	Q96A37
O15350	Q96A56
A6NKK0	P32121
O00329	P35916
P35548	Q9Y5V3
Q8N2W9	Q9H492
Q99986	Q9H4B4
Q6VMQ6	Q9UP95
P04626	Q13882
O96020	P01106
P62879	Q08828
P05015	Q14627
O75369	Q13683
Q16594	Q86TJ2
P18146	P23946
O60749	Q9UNH7
P05452	Q9Y2W1
P30679	Q9NS75
P17066	P20333
P19532	P60900
P07355	P62330
P08047	P61073
O00327	P10276
Q01668	Q13224
P36954	P61218
A6NIT4	P48357
P16471	P42229
Q12933	Q13077
O15131	P04406
P13489	P38646
P43699	Q9H2G2
Q01970	Q13237
P60520	Q9C0C9
P45974	Q92995
P40337	P58546
O14933	Q86Y13
P15153	P48736
P04350	P68363
P25789	P62987
P01241	P24752
P09619	Q00722
P05060	Q99700
O15524	Q99665
P04629	P29353
Q07889	Q9UJF2
P55198	Q96RN5
O60739	Q9NX55
P49207	P62917
P08754	Q9UK08
P16070	P24043
Q05519	Q8IWZ8
P60953	P62834
P04628	Q92765
Q96JC9	Q9Y230
O14610	P40145
P19338	P35579
P51965	Q6ZNA4
P39019	P46782
P06756	P56945
Q99717	Q9NXD2
P40337	P99999
P19174	P52735
P13686	P50591
O00206	O60603
P62070	Q8IV61
P25391	Q05397
O15392	P36873
P63104	Q75N03
P22612	Q15746
P04637	P31749
P08670	Q99459
P30050	P62987
P63000	Q92974
P06241	P14784
O00154	P01106
P10415	P62714
Q16478	Q6UWE0
P02768	Q6ZMN7
Q8N2W9	Q99684
P26012	Q08043
P62330	Q08211
P07900	Q9Y239
O60266	P63211
Q08211	Q9NR30
P18031	P56945
Q16514	Q96BN2
O14613	P60953
O75369	P26006
P04229	P28067
P38405	Q8NGD0
P62081	P62753
P13612	P55268
Q14934	Q16539
P06241	P49450
P15509	P32881
O94782	P12004
O14986	Q9BVJ6
O15264	O43524
O75935	P49841
P19883	Q16512
P62891	P62945
P00338	P27540
O43390	Q15365
P61457	Q9H8Y8
P08670	P12236
O43318	Q6NUN9
Q92988	Q9Y5V3
Q6PEY2	Q92974
P12004	P28340
P61006	Q96CV9
P08107	P20333
P03372	P29350
P19438	Q9NVI7
P01106	Q7LDG7
Q15750	Q9Y6Q6
440264	O60506
P38405	Q8NGV6
P08069	P49763
P63000	Q9H0H5
P49368	P49642
P48382	Q92769
P05386	P61927
O43318	Q9ULM3
O94832	Q9Y5J5
P78527	Q04206
P08581	Q9Y264
P01106	Q9UI26
P38405	Q8NHC7
P35626	Q8NGF0
O15379	Q969S8
P31946	P45983
O60879	P07737
406954	P35625
O43390	P62633
P05000	P40238
P57678	Q13233
Q13950	Q9HCE7
Q8NDP4	Q9BQ66
P11142	Q9NY33
P00491	P23508
Q13555	Q86YW0
P61421	Q9BY43
O15530	P17252
P01106	P48444
Q8N1F7	Q9Y478
P01106	Q9NS18
O14625	Q00653
O14818	P49720
O75940	Q9NR30
P15692	Q08050
O95467	P41594
P10914	P51692
P30518	Q5JWF2
P54826	Q15465
P21802	P63104
O75334	Q9Y2X7
P31785	Q13007
P04156	P20916
P03372	Q05086
P27797	P48454
P30291	P62258
P13010	Q92466
Q9BUV8	Q9UI26
P16070	Q05707
P05771	P59768
P26232	P63104
O95757	P01889
P49682	Q9UBD3
P62269	P62993
A8MVU1	Q9BUZ4
P54619	Q15831
P06899	Q08945
P10828	P39687
P16220	P17612
Q13191	Q15149
Q16548	Q9UMX3
P63104	P68431
O96020	P06400
P61978	P84103
Q71UI9	Q9BY41
P13805	Q969R2
P32927	Q8IZI9
O75838	P11802
Q15654	Q9Y4K3
O14733	O95786
Q96EZ8	Q9Y2W2
Q13315	Q9UIF9
P0CJ69	P25090
P98175	Q9BWF3
Q13233	Q13451
P02686	Q86UE8
P54289	Q16537
O43264	Q15714
P19388	P62875
P24385	Q14103
P06858	Q02543
Q13573	Q9BV38
O75019	P31995
Q99459	Q9Y5B9
P13631	Q9Y6Q9
Q13233	Q9UPT6
P14136	Q12857
O60674	P21860
O14980	P04637
O95072	P30154
P27361	P36507
P18146	Q14626
A6NIT4	P08887
O00144	Q01970
P68431	Q92993
P43364	Q9H875
P15498	P29597
P21333	P26010
O75592	P63104
P35080	Q13424
P01241	P39019
P47914	Q9UKV8
P07355	Q9Y4K3
P51668	P62081
P67809	Q00005
Q01113	Q9UHD0
O60861	Q96IG2
P54619	Q9NP71
P10636	Q15078
P42684	Q8IZP0
P36542	Q9UKV8
P16871	P34931
P04637	P68133
P35227	Q9NPD8
O94782	Q13315
Q66LE6	Q9UPR3
P04049	Q96S96
P35225	Q8N6P7
P04637	P32780
P32302	P51671
Q9BS18	Q9UJX5
P57088	Q9Y5J5
P30504	P49915
Q00887	Q5UIP0
P07237	Q9UKV8
P05412	Q9H4B4
P46108	Q9ULV8
Q86U06	Q8IWX8
Q12778	Q13555
Q71U36	Q9H4B7
P16333	Q9H2X0
P00519	Q96AC6
P23508	Q15019
Q15648	Q9BWU1
Q9BRP4	Q9Y315
Q04917	Q9BYG4
Q8WWH5	Q99459
P61421	Q9UI42
P51148	Q9NPF4
Q8N1I0	Q92730
P08575	P08631
P60709	P62424
P31947	Q9NYL2
O96013	P53667
P32242	Q9UKJ5
P20132	Q9UGJ1
Q13114	Q96DC9
P61586	P63261
P04275	P17301
P16471	P49069
O75937	Q05519
P01241	P17181
P06213	P52798
406907	P24941
P54753	Q9UM73
P27986	Q13733
O00144	P41221
Q9UPR3	Q9Y2T4
O43347	Q96DU9
O95628	Q9Y2X8
P32881	P52333
Q9HBH0	Q9P227
O15524	Q969J5
P07864	P08047
Q9BXL7	Q9UDY8
P05556	Q07890
O14791	P01871
P60709	P60763
O95201	Q9UBN7
P00749	P40424
P43364	Q9H204
P61247	P62266
O60739	P61254
P56915	Q15796
Q06432	Q9Y5P8
P18146	Q8ND90
Q16659	Q9NX36
P18146	Q16827
Q05513	Q6IQ26
Q8TF46	Q9NQT4
P16402	P63104
P12814	P62993
P01106	Q07890
Q9UKW4	Q9Y6Q6
O95990	P81605
P25116	P61952
Q13535	Q9NUW8
P10914	Q6P179
P17661	Q9HAU4
P01137	Q15717
407010	Q9UI32
P84101	Q9BQY4
Q05655	Q12933
P25445	Q00653
O95786	Q9H1Y0
P18084	P48357
P11387	Q00839
P38405	P47887
O00548	P21675
P61952	P63096
P11172	P49662
P23258	Q04917
Q13535	Q8IYD8
P63000	Q15311
P12236	Q9NWF9
P06730	P61978
O60508	P52756
P68366	Q96RT7
O43290	P49756
O95467	P62879
Q8WWL7	Q9UM11
P26010	P53708
P62241	P62993
O95433	P43699
Q02556	Q13105
O75376	P50402
P12931	P62993
P38936	P60709
Q14449	Q99558
P54646	Q96A54
Q5QNW6	Q8WUI4
P01100	P14921
P62993	Q9BRR0
P27348	Q9NQU5
P49675	P58012
P50453	Q9GZT6
P61626	Q9P2S5
P62899	Q9Y478
O75534	P01241
Q07889	Q0VAM2
P63279	Q8WV44
Q05655	Q3MJ16
Q96EK5	Q9BS34
O00170	Q92985
O00483	O95178
P22607	P43235
O15031	Q04912
P04637	Q9NVC6
P51817	Q9NQA5
O75306	Q92956
P41159	Q08334
P28482	Q9Y4K3
P18206	Q06323
P06213	P51692
407053	P55064
Q07812	Q8IVG9
Q14999	Q96KG7
P10827	Q92830
P62244	Q13838
Q12778	Q9Y478
Q05516	Q96HS1
P16220	P67775
P42701	Q8WXH5
Q13547	Q16254
A6NHL2	Q9BVA1
O95644	P53779
P10415	Q16611
O43597	Q14194
P16104	P33778
P45983	P51452
O43617	Q7Z392
P62258	Q99836
P61088	Q9UKV5
Q96L91	Q9NPF5
Q13370	Q16566
P06400	P35869
P51677	Q16663
P45983	Q9Y4K3
7012	Q9BUR4
P09471	Q92997
P62910	Q9NR30
P32302	Q12968
O75970	P56880
P01574	Q00653
O15379	P38936
P25963	Q9Y243
P00749	P35237
Q16514	Q92831
O60260	P18206
P32121	Q8NGV7
O14543	P20138
P56880	Q96AP7
Q14181	Q9H1I8
O96020	P11802
O14497	O94805
O60934	Q96EB6
P51817	P62834
P09429	Q04206
P20290	Q13315
P19532	P63173
O15031	O95754
O00471	Q6ZT12
O14640	P31749
O00716	O75530
P49910	Q8IYF1
P28074	Q9HC24
P04156	P36507
Q14974	Q401N2
Q8IXI1	Q96QB1
P11388	P78527
O76071	Q8TEX9
P14921	P16220
O00267	O60942
P35626	Q8NH93
O76061	Q12972
O14979	Q9Y4K3
O95837	P35368
P08708	P62701
Q15056	Q9H3H3
O15239	Q9UI09
P10747	P46459
O75340	Q99829
P00352	P31314
Q15208	Q9BPZ7
P15498	Q15942
P67809	Q92620
P00533	Q6PKX4
O95219	P13569
Q7Z419	Q9NPD8
P23416	Q9NPR9
P01579	Q9HBE5
P14784	P55884
P12272	P53350
P27986	P35790
P00505	P02743
P32121	Q14738
P32121	Q8NGF4
P12268	P62330
P26441	Q8IU57
Q13765	Q5UIP0
Q13017	Q9H4E5
P0C1Z6	P60709
O95865	Q15418
P42677	P62753
P62906	P62910
Q9H0S4	Q9UL18
P17181	P60568
P05026	P42338
P25786	Q13177
Q8WYL5	Q9Y281
P27635	P62380
P01889	Q96QB1
Q96CS2	Q9H211
O43524	Q16539
P56134	Q9Y4K3
P26012	Q8IZC6
P84101	Q93062
P78560	Q9H7U1
28461	Q99856
P07900	Q15831
P62750	P62899
P30480	P61019
O43929	Q9Y5N6
Q96JB5	Q9ULE0
P10619	Q99519
P99999	Q9HCN2
O60716	P49674
P36507	Q16659
O00238	Q15796
P17024	P54257
Q401N2	Q9GZM7
O00459	Q9H400
O14508	P42229
P52272	Q00653
O00463	Q07011
P49407	Q16627
P35754	P68133
P54727	Q16186
P63098	Q13042
Q07889	Q8IZD9
P16520	P41586
P22362	P32246
Q13885	Q96L34
P63244	Q08499
Q14194	Q9UKV5
P03971	Q9H2X0
O75044	P48023
P23297	P36871
P05107	P62834
P04222	P43628
P38405	Q9H255
O15297	Q99459
P22612	P63027
Q99816	Q9Y5K6
O14936	P18827
P02775	P41597
O15228	Q15286
Q8IUQ4	Q99933
O14640	Q92995
P23508	Q15599
O60840	Q12791
P10809	P25325
P45983	P49585
P24928	P62487
P22681	P48357
P18847	Q9BZD4
P56545	Q92530
O75081	Q06455
O60262	P51817
P56748	Q8N6F1
O15264	Q9NQ31
P43694	Q8WW38
P98170	Q15819
Q9NWA0	Q9UM73
P62993	Q15303
Q08334	Q9NYY1
P10415	P35637
O00501	P56750
P0CAP1	Q96GD3
O43493	Q9H3P7
P04637	P34931
P01138	P11362
O15169	Q6ZNA4
Q9H3U1	Q9P2S5
P00533	Q99075
P23229	P53708
P04271	Q12857
P27361	Q07021
P10301	Q8IV61
O00212	O75051
O94842	Q01780
Q13671	Q15796
P22626	P38159
P20749	P49840
P16220	P63279
O15467	P51686
Q92621	Q9UKX7
P23229	P55268
Q9BS18	Q9UM13
Q13432	Q9NXU5
P11308	Q15669
Q13315	Q9UKY1
Q7L5D6	Q92993
O60721	P55157
P35626	Q6IEY1
Q96QB1	Q9H4E5
O75469	P41235
O43402	Q15006
O15371	P12931
O60921	P15927
Q9H492	Q9NS87
P07900	Q86UA6
P00846	P56134
P09382	Q16637
O75937	P52756
Q96A08	Q96QV6
P54259	P98164
Q14204	Q9BQE3
P08107	P12830
O75365	P49356
Q92997	Q96KM6
P25092	Q86UT5
P16104	Q8IYW5
O94972	Q6ZVK8
P58753	Q9NWF9
Q92769	Q99878
Q15714	Q9Y2Q3
P28324	P45983
Q06432	Q13555
O14978	O95967
P01236	P14784
Q00005	Q02878
O60602	Q8IUC6
O14544	Q01344
O75438	Q9UI09
P05106	P49747
P11229	P63218
P05997	P31431
Q8IYF3	Q96HA1
Q13131	Q96B36
P09874	P49959
Q16254	Q16877
P17612	P41235
P00533	P52798
P0C0S5	Q13547
P22626	Q05519
P19338	P63104
Q15287	Q9BTD8
O60684	Q01201
P25963	Q9UN86
O15320	P55157
P27361	Q15796
Q00653	Q8IZL8
P26373	Q04206
P32121	Q8NGQ6
P01562	Q99665
P98095	P98160
O76071	Q9Y5Y2
P02743	Q14469
P53816	Q9UMX0
P10451	P26010
Q9H254	Q9NYQ7
Q10586	Q96GM5
P49674	Q96B18
P13797	Q99700
P22736	Q9NQX6
Q8IXI1	Q96BY6
Q8TC90	Q99750
O95182	P03905
P62917	Q11203
P11362	P42336
P01236	Q12778
P48736	Q92569
P05556	P12814
O43390	Q86V81
P30154	Q9Y624
P08754	P51684
Q15843	Q9BY44
P06241	P48023
Q13153	Q15796
Q5VVX9	Q9BWF2
P62993	Q9UQQ2
P61956	Q7Z3J3
406987	Q96GD4
P35557	P36956
Q13315	Q6ZWJ1
P28799	P54259
P01106	P49757
O75376	P03372
P17676	Q05195
P05386	P13693
P27361	Q02750
O15169	Q13233
P01112	P30305
Q14188	Q16254
P01889	P28070
P46531	Q12860
P36897	Q12931
P27361	P30154
P29350	P40763
P46734	Q15750
P06239	P07766
Q8WYH8	Q9BPY3
Q8WVM8	Q9UPT9
P32927	Q969D9
P18146	Q9UGC6
P43246	Q13315
Q7Z5H3	Q92730
Q14573	Q9H3N1
P51681	Q16594
P48051	P63218
P08123	P18084
O00459	Q9H204
P26641	Q13509
P0DJD1	P61956
O43353	P51991
P38405	Q8NGQ5
P02452	Q05397
P06239	P43405
A6NMZ7	P26010
P83876	Q6P2Q9
P49715	Q15848
P26599	P35637
Q13315	Q15326
P45983	P54652
Q92624	Q9BT88
P15336	Q8IUQ4
P17302	Q9BQE3
O00422	P04844
P08069	Q96PU5
P35626	Q8NG78
P68104	Q6IN84
P06756	P19174
Q7L5A8	Q9NRR5
P30480	Q15758
Q13485	Q96D21
O00755	Q9Y5W5
Q96B02	Q9BZY9
P62158	Q99558
O75478	O75528
O00471	O75150
P49642	Q15653
P0CG47	P52735
O60583	P06400
Q8N766	Q9UKE5
P07948	P08637
P30307	Q16539
O14920	O75807
O00746	Q15645
P05362	Q9Y490
P01584	P12544
O15264	P22694
P01584	P17676
Q96Q15	Q9HAU5
Q96MT8	Q96RR4
P18146	Q6UX53
P55209	P69905
P04637	P29034
O75643	P62993
P01375	P53779
P12931	P16234
P08571	P16220
P84095	Q52LW3
Q07955	Q13573
Q99459	Q9C0J8
P63000	Q92569
P17480	Q9Y265
O14593	Q9BUV8
Q495A1	Q92692
Q13573	Q86YP4
P37840	Q5VU43
Q99459	Q9Y2M2
O14641	P60763
P23508	Q00059
P01116	P42336
Q15287	Q16629
P62805	Q9NVP2
P15509	Q9UBD9
P35609	P55884
P49918	P63208
407006	Q96LC9
P51813	P56945
O15031	P15153
P31946	P68400
P20936	Q02833
O43924	P63096
P11142	Q9UHD2
P10809	Q07820
P13010	P60568
P28482	P42226
P08648	P12110
P52735	Q08881
Q07020	Q9Y3U8
Q13418	Q9UBM7
P32969	P39023
Q01449	Q86YV6
O15519	Q07817
P40227	Q9UHD2
P09466	P12956
P33992	P33993
P24522	P48740
P48634	Q14697
P01106	Q92993
O43295	P84095
Q13535	Q9NVC6
P20700	P41219
P50570	Q13838
P00533	P08575
P23508	Q96PZ0
O75190	P11142
Q7Z6J0	Q8IVH8
Q6P2E9	Q92900
P52198	Q96HP0
P52333	Q9HBE5
Q8N474	Q9NY61
O60244	Q9Y3C7
Q15834	Q9P104
P50914	P61313
P34969	P38405
P12830	Q01105
P35968	Q9Y264
Q96EB6	Q9UL18
P62380	Q9NWZ3
Q16891	Q9H8K7
Q76FK4	Q7L523
P19174	Q9Y2X7
P19793	P20813
P05412	P49407
P25490	Q15545
P08183	P23511
Q13315	Q16539
O43765	Q12805
Q9NPF5	Q9NXR8
Q9UKE5	Q9Y266
P54257	P60228
P45984	Q05923
P06753	P60709
Q13642	Q16643
P61964	Q8NEZ4
P10398	Q02833
P22626	Q08211
Q13315	Q6P2E9
Q00613	Q9Y3F4
Q02930	Q13237
P50591	Q13568
P16581	P31269
P24864	P49841
P04632	P17655
P14174	P40337
O60232	Q14005
P05387	P62993
