#node1	node2
Q15811	Q8TAQ2
Q8N5R6	Q9Y620
Q96JJ7	Q9H3N1
P34932	Q99759
P50539	P61244
Q13485	Q9Y6X2
Q01892	Q92793
P07954	Q14164
P31749	P49815
O14497	Q13535
P19387	Q9H3P2
P51965	Q96A37
Q03113	Q3MJ16
P35442	P53708
P30101	Q12805
P20809	P32927
O00443	Q9H492
O15209	Q96EY1
O15527	P18887
Q15834	Q9BVJ6
P52198	Q5JSL3
P30050	P62987
O15379	P10276
P41091	Q99613
P23528	Q13393
P53779	Q07820
P32456	Q96QZ7
O75396	Q14164
P42574	Q9BYP7
P17275	Q9NR55
P05106	Q63HR2
P10636	P31749
P0CG48	P46736
P08069	Q07890
P04629	Q9UQQ2
P18146	Q92597
P28482	P35354
P47914	Q02543
O43567	P51668
P84022	Q13761
P25208	Q13126
P19878	Q9HBY0
P01375	P55957
P25205	Q16254
P05113	P48551
P06241	Q13023
O00206	Q9Y3B3
P35626	P47887
Q12888	Q96RU2
O60244	P09913
P15882	P60953
P52565	Q13153
Q13485	Q6ZN04
Q15831	Q9UGI9
O14974	P10916
P63165	Q9P0U3
Q99558	Q9NYJ8
P42766	P62829
P0C0S5	Q9Y5B9
P22736	Q9Y6Q9
P34932	Q15750
Q96ME1	Q9BQ66
P01112	P11362
P0CG48	Q96B97
P35568	Q13315
O75352	Q15126
Q13315	Q8WZ42
O43889	Q96BA8
P61587	Q07960
Q13867	Q8WVZ9
P53350	Q8IY92
O14508	Q13651
Q13547	Q7L2E3
P15735	Q86XI6
Q9H0E2	Q9Y5V3
Q99717	Q9UIS9
O75925	P10275
O14874	P12980
Q13315	Q9HCE1
Q14197	Q5JTZ9
O94979	P55735
P04637	Q9UHC7
P49840	Q9P0R6
P0C5Y9	P56524
P04839	Q16539
Q9GZM7	Q9Y3C7
O00204	P49888
554210	Q96JJ3
Q15005	Q9NY93
Q8TDZ2	Q9UK32
P17844	P52272
O60333	P61981
P29590	P84022
P01903	P04229
Q13573	Q8IXH7
P08069	P52803
P11831	P13631
P32121	Q8NH51
P48736	Q06187
P01889	Q99706
P13232	P24394
Q92769	Q99880
Q13489	Q9Y4K3
P63279	Q9UBT2
P40818	Q9H444
O14929	Q71DI3
P06241	Q9UQC2
P68366	Q13885
Q96T88	Q9Y6K1
Q08209	Q8NHZ8
P21781	P29317
Q92956	Q99873
P01772	P0CG04
Q86YW9	Q9NPJ6
P40227	P62714
O43921	P08581
Q6R327	Q8TB45
P32121	Q8NGM9
O60602	Q9NWZ3
P08670	Q9UGL9
P14317	Q13588
Q05516	Q96Q04
P61803	Q14164
P56199	Q9HBI0
Q14790	Q6GQQ9
Q9GZT5	Q9H461
O15530	Q9UBS0
P07948	P19174
P01100	Q9Y5Q3
406901	Q00534
P41743	Q13501
P17252	Q9GZQ8
O00623	P40855
P17987	Q04206
P29372	P35998
O95819	Q13490
P14635	Q9UK53
P03886	Q9NX14
P07357	P10643
P35222	P52272
P14324	Q8WXG1
P0C0S8	P0C1H6
Q86V24	Q9UGJ0
P01857	Q8N2S1
P34931	Q9Y572
P07195	P35222
P08670	Q96HL8
P15336	P63279
P30304	Q16539
O60383	Q96RU7
Q02779	Q92845
P49238	P63096
Q16611	Q16643
O15287	P07992
O60674	P98077
P31751	Q53GL0
O75899	P63218
Q12968	Q15759
P08631	Q14289
Q5T3J3	Q9UQ72
O14775	O75916
P01112	P10398
P07942	Q7L0J3
P04156	P46379
P62277	Q99459
P22694	P35498
P14416	P63215
P25054	P68400
O60884	P13569
P00533	Q71U36
P09874	Q8IY92
P16104	Q9H9Q4
O60739	P24752
P84103	Q07955
O15514	Q9BTT4
Q92765	Q93098
Q04206	Q9UNL4
Q969D9	Q969J5
P12268	P30504
O14775	O15264
Q14469	Q9HB96
O43566	P05556
P58107	Q9Y6K9
P04899	P48549
P10276	P45984
O00329	O15455
P40337	Q9H773
P11021	Q99459
O43463	P45973
P84022	Q8WYQ5
P29275	P84996
407007	P01100
Q969K3	Q96EY1
P06737	P27482
O75815	P33176
O00254	P06241
P10301	P42336
P61604	Q9Y4K3
P30480	Q15019
P68431	Q13619
P01106	Q13200
Q02223	Q9Y4K3
P50990	P60510
P60604	Q9NTX7
P30307	P62140
Q9BSB4	Q9UHD2
P52597	Q15366
O75197	P56704
O95870	Q9NQ84
P04406	Q14469
P07305	P62993
Q9UH92	Q9UHR5
P31749	P35222
A0JLT2	Q96G25
P67775	Q969F8
P29992	P41586
P35609	P53708
O94776	Q14839
P27986	Q9Y259
P00519	P04637
O95073	O95400
P62753	Q92900
P28482	P53004
O75159	P26992
P62070	Q92565
P62324	Q96DU9
P23246	P63000
P22694	Q01814
P84022	Q9Y3F4
O75293	Q9Y6R4
Q12778	Q99873
P30480	P61586
P28074	P49720
O95376	Q9Y2X8
Q13315	Q15911
O00220	P19438
P48023	Q9BY11
P08648	P26006
Q99459	Q9Y265
P27986	P61224
Q7L5N1	Q9UNS2
P19784	Q16539
O00483	Q9UGN5
Q13564	Q9NRR5
P84095	Q5JSL3
P40337	P48047
Q5VZM2	Q6IAA8
O15533	P10914
P20827	P54764
Q15047	Q9UFN0
P18615	P19387
O94829	P26367
Q14457	Q86YD1
P04183	Q15572
Q00535	Q13153
P15260	Q13007
Q13435	Q9HCS7
P30679	Q15147
P22607	Q92540
P30455	P30457
Q8IXJ6	Q99623
P09919	P23458
Q15653	Q96EY1
Q13415	Q14566
P05388	P61513
O15360	Q92925
O60869	P01100
O60783	Q9NR30
P01106	Q13177
P01127	P22455
O94817	Q14152
P62760	Q5VTD9
P32121	P43250
P03372	P12931
O60674	Q8N6P7
Q92793	Q9BUB5
P17252	Q07157
P16188	Q8NHL6
Q96SN7	Q9Y3C7
P18146	Q9Y2D8
P08069	Q6PIS1
Q05397	Q15654
Q15796	Q9BW04
P43034	Q15046
P15498	P20701
O43741	P13569
Q9HBM6	Q9Y6J9
P68104	Q16891
P04004	P17301
P02741	Q03701
P19883	Q04759
Q00013	Q15418
P29973	Q9NZT1
P27361	Q16665
P22612	P61224
P63244	Q96DF8
O95402	Q9ULK4
O15537	P14415
Q9H0M0	Q9HAU4
P51805	P67870
Q6DRA6	Q96RL1
P12268	Q8N2W9
P17612	Q92793
Q15672	Q7Z569
A6NKK0	P32121
9757	P54253
Q13315	Q6PCD5
Q13522	Q15435
Q00839	Q9UL18
P36578	P84098
P36873	Q13555
P18146	Q03181
P0C0S5	Q9Y265
P51965	Q92560
Q9H9B4	Q9Y5J5
O95372	Q96GD3
P46531	Q92542
P04217	Q14451
Q9NRG4	Q9Y2J2
P51784	Q9HC52
O14818	P16035
P46527	P52292
P49746	Q9UKX5
O43281	P16333
O75935	Q99624
P00519	Q9UF33
P19876	P25025
P13569	Q15599
P36897	Q9HAU4
Q16576	Q7L2E3
P18848	P35637
P11172	P36957
Q96MA1	Q9NZQ3
P04899	P05771
P32881	Q9UHF4
406959	P15311
406953	P07996
O15525	P05412
P42704	Q14197
P01106	P34896
O00141	P46527
P27986	P61978
A6NM45	O95049
P36897	P49795
P06730	P67775
P05387	P62987
O75381	Q96G25
O95831	Q15047
P22612	P53778
Q7Z434	Q9BYX4
P55157	Q9UL51
P61601	Q13885
P01236	P32927
P46777	P67870
P46734	Q9P2K8
P05161	Q15306
P01241	Q9UKK9
P01243	P39019
O15455	P46734
P35080	P50552
P50990	Q15257
O14730	Q9Y230
P31946	Q92934
P19387	P52434
P27707	Q13535
P02545	P63104
O75691	Q9Y6K9
P25788	P28072
O00459	Q7L0Q8
Q13315	Q5FWF5
Q92730	Q9NQU5
P50539	Q12834
P01567	P16471
P12236	P63244
P36578	P62910
P28702	Q9NPJ6
P07333	Q9H4P4
P18146	Q9UIF9
P48552	Q13547
P08670	Q8N2W9
Q07817	Q86XA0
P21281	P25705
P06702	P40198
P38405	Q8NGB4
P11831	Q12968
O96013	Q92730
Q14332	Q8N474
P25786	Q9Y620
P12931	Q07890
P01889	P61019
P22694	Q8WXS5
P38936	P61244
O15169	P35222
P19174	P20810
P84022	Q9Y6X2
P08651	Q13535
P16871	P68366
Q8WUY8	Q9UI14
O15360	Q9Y5X3
P00533	P52803
P01574	Q8N6P7
P49281	P62979
P54257	Q14203
406937	P07947
P04049	Q9NQU5
O15379	Q96ST3
P63096	P63215
P04637	Q969G3
P22681	Q16827
P06213	Q14449
P42574	P49023
P18124	P62906
Q8IZS8	Q969Q6
O15523	Q15796
O14641	P50148
Q13616	Q86XK2
A6NIX2	Q9NRM7
P40939	Q14164
P63279	Q9Y265
P46734	Q15750
P61513	P62913
O00411	Q00653
O94761	P04637
Q96NA2	Q9Y6G9
Q92900	Q9UI30
P05230	P08581
P32121	P32246
Q08170	Q08211
P35225	P38484
P49459	Q92541
P34932	Q16659
P10451	P53708
P16333	P20963
P35998	P48556
P26641	P84077
O14965	P04198
Q86SQ9	Q9GZT8
P02792	P24522
O75400	Q8N5F7
P06493	Q9UIV1
P26885	P46379
P10275	Q99497
P18621	P40429
P24522	Q16539
P60510	Q66LE6
O14641	Q12933
P20936	P54762
Q15303	Q9Y2D9
P51398	P62633
P06746	Q99638
P21860	Q02297
406909	P51159
P57077	Q13227
P01569	Q08334
P56537	Q9NX58
P61160	Q07889
O60239	Q9NRI5
P78347	Q96DC9
P62910	Q99558
P10301	Q8WWW0
P08107	Q9Y4K3
Q01082	Q9NRI5
Q15834	Q9HB75
Q6FI13	Q93079
Q14802	Q8NC51
O75937	Q15366
P35222	P98177
O95782	P63010
P48426	Q13464
P21673	P56182
O00161	Q9P2Y5
O95433	Q9Y5H5
P01106	Q9Y6Q9
P49207	P50914
P35354	Q9NP80
O00206	Q86XR7
P01111	P48736
Q86VP6	Q8IY92
Q8IYB3	Q9UBU9
Q13315	Q8IUQ4
Q9BTM1	Q9Y5B9
P27105	Q13617
P38484	P41159
P21246	Q9NRR5
P53680	Q9NZN4
O00232	P43686
O00253	Q9Y478
P48039	Q9UBI6
O14933	Q9UII4
Q13485	Q8NER5
P11142	Q9UKG9
P20671	Q92769
P12236	Q9NTM9
P01127	P09486
A8K6C2	Q9HBE5
P31946	Q9P0K7
P05412	Q8N1L9
P63162	Q5UIP0
P06213	Q9NP95
O15264	Q15080
P05231	P14784
P01589	P42338
P26951	P41182
Q03518	Q86UA6
Q02156	Q9Y624
P31785	Q13007
P07948	P67870
P42336	P62834
Q92993	Q9BQD7
P48357	Q13526
P17812	P56545
O60566	Q13042
Q93008	Q96L34
P24844	P63267
O00217	P03915
O95232	Q15287
O14493	O75508
P35749	P60709
P29323	P98172
O15371	Q13315
O15121	Q15393
O43889	P31749
O14576	Q9BUF5
Q13368	Q8NC60
P11182	Q9H9G7
O15265	Q96BN2
O15379	P0C5Y9
Q92597	Q96KP4
Q6FHJ7	Q9UP38
P47914	P84098
P43358	Q8WW24
Q15287	Q86VM9
P30154	P51617
P07949	Q9H201
P29401	Q14164
O95139	P51970
P09651	Q00839
O14757	P04637
Q13616	Q49AN0
O75569	P19525
O00463	O95551
P60953	Q9UKR5
O75159	Q01113
P23508	Q9H3N1
407053	Q5BJF6
O94905	Q14197
P32248	Q16663
P49207	Q9Y3U8
Q16539	Q9BY84
P04439	Q07444
P62979	Q9BXL7
Q9NRR5	Q9NYG2
P22612	Q08289
P12109	Q05397
O00206	P51617
P29372	P52907
O00231	Q5VTR2
P49910	Q01844
P07947	P27635
P16410	P42081
Q13362	Q9UPR3
P0CG47	Q15303
P28482	P62879
P01106	P50570
P00734	P02768
P42336	Q9UM73
P04908	Q9UQL6
O94810	P18146
O43187	Q9HCE7
P53680	P57735
P68400	Q9UQE7
P14784	P27986
O00410	Q12933
Q9Y230	Q9Y5K5
P27986	Q9Y6Q6
P35222	P42336
P62280	Q00653
O75340	P50995
P15882	P36897
P38405	Q8NGW1
O43353	Q12933
P42338	P46109
O75444	P26367
P42766	P46776
P07196	P53778
A6NKT7	P63165
O95013	P35626
P08047	Q99988
P35221	Q9Y6N8
Q9P2P1	Q9UPW5
O60504	P00519
P61160	Q9P1U1
P00533	P01308
P25208	P32519
Q16630	Q9NYG5
P83916	Q5T3J3
O14640	P49841
P48551	Q9UMW8
P62195	Q96SN8
P20671	Q8N257
O00482	P20823
P12956	Q9NTG7
P02671	P05106
P23193	Q6P1J9
P50549	Q13164
O14733	Q02779
Q92616	Q9BUV8
P62633	P62899
O43597	P04080
P22612	Q9UBN1
P61981	Q8NEB9
P19438	P33778
P35080	Q9BQD7
P61073	Q9Y5W3
P54257	Q9UN88
Q13432	Q9NRR5
O15379	Q8WUI4
O75581	Q9HCP0
P11474	P48788
P55157	Q9Y2H0
O14610	P42338
P63279	Q9UBC3
P23771	Q13562
O15533	P13747
O75251	O95167
O00159	Q6WCQ1
Q9BT78	Q9H9Q2
Q12873	Q14790
P49662	Q9BVK8
O14746	Q99973
P05014	Q8IU57
P18031	Q16288
P38405	Q8NGS3
P33992	Q12905
P17676	P56524
Q86UW6	Q9H0E2
P41221	P56704
Q6PEY2	Q96AH8
P49207	Q92901
O95983	Q9UPN9
O00487	Q96CS7
P36578	P61513
Q08209	Q92934
O43242	Q9UL46
P52597	Q08170
P47914	Q9C0C9
P53778	Q14934
P30480	P55036
P01308	P08069
P29350	Q8NHL6
P38405	Q8NGP4
P30084	Q9UKE5
P36402	P46937
P05787	P63104
P06748	Q14164
P30443	Q99706
Q6FI13	Q86WJ1
P46937	Q99594
O00206	Q99519
O43390	Q16629
Q15796	Q92963
O14802	P19388
P20226	Q03060
P61978	Q9UKM9
P27361	Q16566
P35658	Q8NFH5
Q6P1K2	Q9Y3C7
O60840	P30154
O75821	Q99459
P63104	Q92974
O00238	Q6P3X3
P30480	Q13642
P41212	P63165
P62857	P78330
P03372	P11142
Q96P20	Q9H3M7
Q6IBW4	Q86XI2
Q15714	Q9NWB1
Q02556	Q7L5N1
P15104	Q8IXH7
P16234	Q07890
O95072	Q9UQE7
P62140	Q6UXN9
Q01844	Q9P2K8
Q96CW1	Q9UHP6
Q9Y376	Q9Y3A3
Q15796	Q9Y2K2
O75365	Q92538
P05771	Q9ULU4
O00254	P00734
P19174	Q9UBK5
O00422	P17661
P62158	Q12933
P05141	Q15628
O75448	P48443
P49716	Q9UBC3
P42224	P50591
O00182	P35222
P09619	Q13239
P22736	Q9HCE6
Q13227	Q9BZK7
P42025	P67870
Q01094	Q01892
P09668	P46379
P22694	Q13522
P29590	Q15583
P57088	Q15714
O43889	Q9UNK0
P62987	Q96PM5
P29401	P40337
O00422	Q9UMR2
O75365	P61619
O75170	P53350
O60674	Q06124
Q9HCM1	Q9NV70
P81605	Q9BT40
O43678	P03891
O60814	P61964
Q07157	Q9Y5S2
O15524	Q5VWK5
P35244	Q96FI4
O95166	Q13509
Q9ULV4	Q9Y572
O00206	P19838
Q14444	Q96BK5
Q15843	Q92889
Q13243	Q9BUJ2
P01243	P21266
P15104	P63279
Q99459	Q9Y3B4
P38398	P42229
P20073	Q9GZT6
P06400	P17947
Q9NYJ7	Q9UM47
Q99459	Q9Y4A5
P07942	P16144
Q13409	Q13748
P62258	Q14558
P61964	Q7Z434
P53350	Q08050
Q13233	Q9NZL4
O60684	P34896
P38432	Q96CN9
O15056	Q9UGN5
O43318	O95999
P51813	Q96T51
O60269	Q96FJ2
P32121	Q9Y5P8
P11229	P63092
P12830	Q03135
P08637	P29353
P18848	P49715
P10636	Q13526
Q13620	Q9GZS3
P11532	P78527
Q01449	Q15746
O43318	P29350
Q10586	Q16520
P12111	Q05397
P42025	Q14203
P14859	P23511
O15360	Q969G3
P01569	P24394
O94972	P62256
P35637	Q9H3D4
P62979	Q15038
P54646	Q8N5S9
P27986	P48736
O76082	P08047
P61328	Q02763
Q96RL1	Q99728
P35638	Q10586
P05019	P24592
Q8N392	Q99547
Q9BQD3	Q9GZQ8
P14868	P68104
O14936	Q12929
P43243	Q9UNY4
P45985	Q9Y243
Q8N2Q7	Q9HD26
P01112	Q8IV61
Q04917	Q13105
Q13233	Q92918
O15335	P05106
A6NIT4	P48551
P51681	Q9Y4X3
P38405	Q8NH00
P14373	Q9Y6B2
P08047	Q12772
Q96A08	Q9BY41
P01374	P36941
Q99459	Q9NTJ3
O00291	Q9NWB7
O15054	P68431
Q08170	Q14103
Q92988	Q9H2G2
P26373	P40429
O75159	P16471
Q12788	Q16576
P48051	P59768
O60684	P41743
P36957	Q13045
P49682	P80162
P08195	Q9Y2Q3
P28566	Q9P2W3
P22681	Q9UHF4
P54920	Q9NQC3
Q03060	Q68CJ9
P27986	P61586
P16871	Q9UNZ2
P03372	P10809
P12931	Q13191
P10275	P20711
O60383	Q9UN74
P08729	Q6WCQ1
Q14623	Q96QV1
P25942	Q9BS26
P08571	Q9NR97
P15336	Q13237
Q9BS18	Q9H1A4
Q9UKE5	Q9Y230
Q15788	Q92988
P01876	Q03135
Q15428	Q92841
P30279	Q16539
P56537	P62249
O00571	P78545
P17301	Q9Y4G6
P25054	Q9UPN3
P01730	P20036
P62330	Q9H993
Q9NYJ8	Q9Y265
P50402	Q969F0
O14662	Q9UEU0
P02458	Q13797
P51681	Q9BTT4
P10600	Q9H2X3
P25686	Q13485
P02533	Q00987
P06241	Q00535
P02768	Q7Z333
O15455	Q99836
Q14974	Q9NRA8
Q09028	Q13330
P62277	P62857
O15553	P29466
Q9BY42	Q9P2S5
P01024	P06681
P06396	Q8TBX8
P33992	Q8WYH8
P17844	Q99558
Q14088	Q9NQC3
Q13574	Q16659
P11047	P25391
Q03164	Q9UBL3
Q9NPG1	Q9UBV4
P17612	P17861
Q13131	Q9C0K7
P12830	Q9BVG8
P0C5Y9	Q96DB2
P18564	P51636
P60953	Q15811
P15509	P27986
P49821	P56181
P40189	P40933
Q15797	Q2M1K9
P61981	Q08170
P14555	P28482
O75365	Q9H3U1
Q14344	Q9UP65
P22087	Q96RG2
O95685	Q13522
Q12824	Q9NYL2
P05112	Q6UXL0
P16333	Q9BWF2
O00311	P38936
P11142	Q01201
O95865	P05026
O14610	Q8TCU6
P62256	Q9NQ86
O95475	Q08117
Q8NEM7	Q9Y4A5
P32248	Q99616
P49810	Q9NZ42
P22234	Q9Y4K3
P01106	Q9Y678
P00533	P42566
Q8TEX9	Q9HC98
P0C0S5	Q6W2J9
O14641	P16885
Q13330	Q9C0K0
P01106	Q15121
P02768	P08709
Q49AJ0	Q92993
P23409	P41134
O00762	P78396
O60684	P42224
O60869	P05412
P35568	P62993
P16333	Q9UBS5
P61586	Q05655
P20248	P21675
Q99558	Q9Y265
P24394	P25942
Q01892	Q14209
P08729	Q15149
P31689	P62258
Q96RE7	Q99459
P11215	P46109
P41159	Q99650
P00533	Q9NYD6
P05556	Q13753
P20809	P42701
Q9Y6K9	Q9Y6Q9
P18146	Q9H582
A1A4S6	Q8IXI1
Q92730	Q96HP0
P26373	Q8IW41
Q8TDY2	Q9Y3A3
P0DJD0	P55854
Q06609	Q9UGJ1
Q99547	Q9NP97
P15336	P16581
O14775	Q9UBS5
P51684	Q92583
P62993	Q9Y2W1
Q16778	Q7L7L0
P22681	P42701
Q92797	Q9NZC7
P05015	Q13261
Q14164	Q15785
406949	P45985
P08887	Q9UHD0
Q5VTD9	Q8N6Y0
P38405	Q8NGX1
P10827	Q92793
P36575	Q14749
O00222	P62873
P08648	P24821
O75607	P01106
O43747	Q9UJ41
P63208	Q969H0
O95139	O96000
P40337	Q92830
O60566	Q9UI95
P13533	Q14896
P83731	Q9UQ80
O60238	P10415
P22736	Q9Y5K6
P21283	P27448
P01106	Q9H300
P18146	Q9BPW4
P30954	Q9Y4K3
P49207	P61353
P05231	Q13261
Q04206	Q8N6T7
A8K6C2	Q8N6P7
O96020	Q13309
P61586	P63261
P20823	P62258
P63010	Q15287
Q13438	Q15796
O14964	O75674
Q8N1F7	Q8NFH5
P19532	P35244
Q16514	Q86TJ2
Q16637	Q9BZE1
O75529	P38936
Q12799	Q9NPB6
P07948	Q8NDB2
O75376	P54253
P17028	P26641
P32121	Q8NH59
P04629	Q9Y4K3
P51116	Q12933
P13232	Q9HBE5
P14316	Q92831
P63104	Q96RK0
O00221	P01583
Q96B26	Q9NQT5
P07910	Q01081
P06576	Q15717
Q86W26	Q9ULZ3
Q99986	Q9H4B4
P16104	P31946
P19838	Q13164
O15085	Q96L33
P01106	Q4LE39
P05166	Q00005
P43026	Q13873
O43353	P51991
P12111	P18564
P62136	Q12972
P01112	Q13233
P09429	P50570
P54259	Q8NBV4
P51531	P62805
P08107	P27348
P04406	P61019
P01570	P16871
Q07021	Q9HAN9
P01562	Q14626
Q9HBH0	Q9NZN5
O14490	P78352
P48507	Q16236
P46094	P80075
O95166	Q9BTU6
O14745	P35240
P61981	Q9UJF2
Q09472	Q99967
P41236	Q96SB3
P63000	Q9P286
P08107	Q99759
P50151	Q14833
O00754	Q401N2
Q99996	Q9UKE5
P26006	P35442
P04629	P29353
Q6P2C8	Q9NVC6
O60563	Q03164
Q13547	Q9Y4K3
P15407	P20809
P12532	P56537
P49841	Q13233
P0CG48	Q9UHD2
P63104	Q6DD88
P61086	Q8IUQ4
O75717	P35222
Q12805	Q16610
P55957	Q9HC29
P06213	P36507
P63151	Q8WXS5
P22607	Q99961
O43612	P01909
P67870	Q9BZE4
P01106	Q75T13
P35609	Q9UKX5
P04637	P20073
Q13315	Q9H1E3
Q9BQ52	Q9H1I8
P38936	Q15834
P01568	P78552
P01106	P23470
Q15303	Q99962
P04637	P06400
P01106	Q9NTI5
P05386	Q9H840
P45983	Q16828
Q6NUN9	Q9BVJ7
P18084	P46109
P50148	Q3MJ16
O14964	Q96QK1
O14579	Q99816
Q8NHM5	Q99496
Q12792	Q99459
Q13098	Q9BXL7
P10912	Q16829
P46779	P50914
P00533	Q13740
P11362	P46934
P40305	P52630
O15264	P16520
P38936	Q9NZJ0
P30480	P58546
P35442	Q13683
P36894	Q13145
P07948	P35222
P09619	P27449
P63208	Q8IUQ4
P09603	Q02763
P52272	Q13242
P05412	P10275
P35568	P45984
P17612	P32418
P60953	Q8N264
O95139	P17568
Q05519	Q9BUJ2
P19105	P63104
Q12888	Q13535
P19235	P40225
P00519	P04626
O15085	Q14161
P15509	Q9NPF7
P04406	Q9Y6H6
O95863	Q96NG3
P26006	Q9Y6N6
P04350	Q15012
O14512	P78552
P04004	P05556
P13667	Q14232
P07357	P07360
P17844	Q92731
P13725	Q9HC73
P09874	Q2M1K9
Q14257	Q86UA6
Q9BWF2	Q9NQC7
P42773	Q7L5N1
P38159	Q08211
P01127	Q02763
P16070	P20908
P00533	Q99700
P08138	P14210
P49792	Q9Y4K3
P55036	Q13200
P56537	P62714
P61978	Q08170
O75044	P63104
O95983	Q13547
P15153	P53779
P51817	P52945
P56945	Q68CZ2
P13569	P28799
O15117	P48023
O14595	P10275
P16220	Q13618
P60709	Q8TF72
P49720	Q9Y4K3
P14921	P62380
O14561	P03905
Q969T4	Q969V5
O43427	P14174
P01112	Q15052
406982	Q16827
Q13263	Q969S8
Q9NRL3	Q9Y6E0
P47914	P61313
P78527	Q92900
P38432	Q9GZT8
P62140	Q8TD86
P62829	Q9Y572
P51681	Q8WTQ7
Q8IWF7	Q8N1F8
Q01094	Q14457
P09341	P51681
P16278	P67870
O00471	Q6ZT12
Q14164	Q9Y230
Q13017	Q92730
P04183	P26373
P31946	Q9H8N7
Q15906	Q9Y4A5
P14416	Q9Y5P8
O15479	Q9BS40
P30511	Q8NHL6
P62873	Q96PN6
P31749	Q16584
Q15365	Q9Y2W2
O60504	Q9BST9
P04439	P30457
P16278	P21281
P05013	Q9HBE5
Q13501	Q13555
P35609	P48552
Q15834	Q8NE31
O95096	P78426
Q8TDY2	Q8TEV9
O00182	Q92905
P20333	P78527
P61077	Q9C040
P16104	Q96HE7
P28676	P54253
P58400	Q8NFZ4
O14512	P16333
P38405	Q9H339
P05129	P16220
O00459	O60674
Q07021	Q08170
O75084	O96014
P31947	Q9UBF8
P17812	P30504
O96017	Q9UBU7
P05015	P26992
Q96D31	Q9BRQ5
O95602	Q9UL18
P10144	Q71U36
P62837	Q9UKB1
P13797	Q9UBN6
O94762	P49959
Q9H2G2	Q9UBN7
Q8TEY5	Q92793
P07437	P17302
Q92796	Q99250
P35916	Q9GZV9
Q7Z460	Q99459
P49815	Q9UK32
O14980	P13569
406984	Q8WW38
O75791	Q13094
Q13535	Q14676
P19235	P27986
P55769	Q9BUQ8
P36888	P42229
P46776	P61254
Q13619	Q9NX09
P19447	Q13216
O00254	P16333
Q8N6L1	Q9BUV8
P36873	Q7Z3S7
P20618	P25787
A5YKK6	P02768
P19838	Q92851
O00459	P63096
P15056	P45984
P19838	Q16512
P01567	Q969J5
P60520	Q8WYN0
P11274	Q38SD2
Q7L576	Q96L34
406890	Q9NZI8
Q15628	Q9NPH3
P12694	P35609
P63211	Q9Y272
P00533	P27348
P38405	Q8NGI0
P06899	Q8IUE6
Q9P2S5	Q9UNL2
P16333	P62987
P29274	P63092
P09525	P17405
P10914	P19525
P56880	Q8N6F1
Q9HC24	Q9UH99
P42338	Q9NSB8
Q13009	Q16620
P17482	Q99750
Q15528	Q9BTT4
P07900	P49642
O75971	Q16533
P63010	Q5VWP2
P01889	P23921
P17947	P24158
P01106	Q9UJX2
407014	P45985
P62269	P63220
P42566	Q9P0V3
P27482	P62136
P06576	Q9Y6K9
P05067	Q13443
P85299	Q9BPZ7
P01889	P43627
P42338	Q08881
Q03188	Q16539
O60244	P62993
P17181	P40225
O95222	P32121
P63010	Q9Y6Q5
Q14152	Q8NFJ9
O15151	P31946
P05787	Q15149
P02462	P26012
P36956	P54253
P49768	P49841
O00311	P33992
O14791	P02647
O75449	O76071
P22612	Q9UNY4
P25445	Q9BWQ8
P62979	Q9Y4K3
O00212	Q92730
O75909	P54253
P28324	Q02535
P01889	P49773
P08648	P12931
Q01081	Q14103
P36897	Q9NW61
Q00987	Q15349
P12814	P18206
406954	P35625
P62244	P62280
P38405	Q5JRS4
P08238	Q13813
Q969T4	Q9Y4L5
P10147	P51681
Q8WXK4	Q93034
P48357	Q9NSE2
P53803	Q9Y250
P50395	P56537
P49674	Q49AN0
O95837	Q9NS75
Q15393	Q96GM8
Q9UPY6	Q9UQB8
Q7LBR1	Q9UN37
Q8N1F7	Q9BUV8
P06213	Q15389
P19838	P78527
O14964	P83436
P23763	P61266
Q13418	Q16531
P19429	P68032
P35244	Q9NS91
O14497	Q13315
P45880	Q9H0C2
O95067	P06493
406907	P49715
Q5EB52	Q8NHQ1
P00519	Q05655
P27986	Q8WX92
O76001	P35626
P30050	P61927
O15516	P49840
P84022	Q9UIS9
P40424	Q96AQ6
P26006	Q17RW2
O60331	O75116
Q13535	Q9P2M7
P17948	Q15389
P45984	Q9UQF2
P35916	Q05397
O94832	Q9Y6K9
P41968	Q96G30
O60925	Q9BZL6
Q8N257	Q93077
P68104	Q9NPD3
P04004	P26010
P04049	Q6TCH7
P23769	P24468
P29317	Q15389
P20248	P38398
P53365	P63000
P08631	Q92556
Q13263	Q9C030
P61952	Q00975
Q13467	Q92997
O15264	P15336
P58546	Q9Y4K3
P23588	Q92832
Q13950	Q8WYB5
P27635	Q9UL18
O14965	Q9NS23
P04083	Q9UNN5
P10301	Q92569
P62258	Q9P0L2
O75935	P49841
P11021	P49642
407010	Q9UI32
P23458	Q9HBE5
O95639	Q10570
P01871	Q06187
Q09013	Q16637
Q8IY92	Q9BQ83
P20338	P50395
P18564	Q92752
P05107	Q15438
P20073	Q9BVA1
O15239	P03923
Q08722	Q5JXA9
P61586	Q13017
P56524	Q9UQR1
Q16643	Q5EB52
O75385	Q8NEB9
P11021	Q9NZJ5
P20151	P30411
406935	P03372
P04844	P22392
O15116	P41182
P62714	Q5FBB7
P62987	Q9HC16
P01375	Q07890
P31946	Q9BZJ0
P34969	P63218
P0CG47	P62316
Q06418	Q14393
P05015	Q14653
P27694	Q13228
